Tue Apr 20 2021 10:37:59 GMT-0400 (Eastern Daylight Time) - Run Time: 1321ms

Cross Tabulation Query Form - Person - 2016 v1.1

Row: 2006 GTA zone of household - gta06_hhld
Column: Age of person - age
Table: Income range of household - income


Filters:
Regional municipality of household - region_hhld In 6, 

Persons 2016
ROW : gta06_hhld
COLUMN : age

TABLE    : income ($0 to $14999)

  gta06_hhld         age      total
        5241          13         96
        5241          14         41
        5241          15         55
        5241          21         41
        5241          24         71
        5241          25         71
        5241          26         62
        5241          31         20
        5241          34         33
        5241          36         74
        5241          40         55
        5241          43        126
        5241          45        120
        5241          46         74
        5241          47         23
        5241          48         36
        5241          50         17
        5241          56         33
        5241          60         33
        5241          65         47
        5241          66         62
        5241          67         69
        5241          68         24
        5241          69         11
        5241          73         68
        5241          75         92
        5241          76         16
        5241          77         23
        5241          78         17
        5241          87         37
        5243          68         15
        5243          78         15
        5245          12         39
        5245          14         39
        5245          44         39
        5245          45         39
        5246          70         19
        5246          73         19
        5247          34         29
        5247          40         29
        5248          22         32
        5248          23         39
        5248          46         32
        5248          53         14
        5248          59         39
        5248          77         37
        5248          78         19
        5248          93         14
        5249          85         22
        5252          50         22
        5252          83         69
        5252          84         26
        5252          85         34

TABLE    : income ($40000 to $59999)

  gta06_hhld         age      total
        5002          19         80
        5002          49         80
        5002          64         41
        5002          65         41
        5002          70         30
        5002          72         56
        5002          74         20
        5002          78         14
        5005           4         73
        5005           6         47
        5005           7         73
        5005          16         47
        5005          21        137
        5005          37         73
        5005          39         47
        5005          40        120
        5005          53        137
        5005          54         36
        5005          55         36
        5005          58         47
        5007           1        124
        5007           5        124
        5007          34        124
        5007          40        124
        5007          82         10
        5007          84         10
        5008           4         48
        5008          15         48
        5008          17         48
        5008          52         48
        5008          54         48
        5009          34          9
        5009          59         40
        5009          60         47
        5009          61         47
        5012          56         20
        5012          57         20
        5012          67         20
        5012          69         20
        5012          80          8
        5012          81          8
        5012          87          7
        5014          54         32
        5014          75         16
        5016          63         68
        5016          64         39
        5016          67         39
        5028           4         38
        5028           8         38
        5028          14         38
        5028          52         34
        5028          56         38
        5028          63         38
        5032           3         26
        5032           6         26
        5032          21         28
        5032          28         38
        5032          32         38
        5032          42         26
        5032          47         26
        5032          52         40
        5032          59         19
        5032          61         19
        5032          72         28
        5032          73         33
        5032          75         40
        5032          77         33
        5036          58         41
        5036          62         41
        5036          70         23
        5036          72         23
        5037          70          7
        5040          72         26
        5040          75         26
        5041          15         22
        5041          18         30
        5041          23         21
        5041          24         91
        5041          39         43
        5041          48         22
        5041          55         21
        5041          56         21
        5041          57         21
        5041          60         73
        5041          61         33
        5041          62         43
        5041          63         23
        5041          65         41
        5041          69         59
        5041          71         33
        5041          72         23
        5041          73         23
        5041          74         18
        5041          77         54
        5041          78         28
        5041          80         28
        5041          88         54
        5045          39         69
        5045          71         10
        5045          75         10
        5046           8         51
        5046          11         51
        5046          18         34
        5046          20         34
        5046          32         38
        5046          40         51
        5046          50         34
        5046          51         20
        5046          56         38
        5046          57         59
        5046          59         20
        5046          60         60
        5046          61         34
        5046          65         31
        5046          66         61
        5046          67         36
        5046          69         16
        5046          73         22
        5046          74         16
        5046          83         20
        5046          94         34
        5047          57         17
        5047          60         29
        5047          63         17
        5047          65         31
        5047          66         66
        5047          68         55
        5047          69         14
        5047          70         39
        5047          71         64
        5047          73         83
        5047          75         40
        5047          76          7
        5047          77         22
        5047          78          7
        5047          79         22
        5047          80         18
        5047          81         27
        5047          82         37
        5047          83         33
        5047          84          7
        5047          85          7
        5047          86          7
        5047          87         14
        5048          85         16
        5048          87         16
        5049          79         16
        5049          88         16
        5050          22         35
        5050          28         35
        5050          43         23
        5050          52         35
        5050          54         35
        5050          64         59
        5050          65          9
        5050          67          9
        5050          68         23
        5050          69         23
        5051          24         58
        5051          47         58
        5051          75         12
        5051          76         12
        5052          53         22
        5052          64         22
        5052          65         26
        5053          15         39
        5053          17         39
        5053          18         39
        5053          41         15
        5053          44         39
        5053          49         19
        5053          52         19
        5053          54          8
        5053          64         34
        5053          65         11
        5053          66         40
        5053          68          8
        5053          69         16
        5053          70         32
        5056          10         45
        5056          14         32
        5056          24         45
        5056          26         32
        5056          50         45
        5056          54         77
        5056          58         32
        5056          73         26
        5056          74         26
        5056          76         32
        5056          80         32
        5057          10         92
        5057          14         92
        5057          19         48
        5057          21         48
        5057          40        113
        5057          42         36
        5057          47        128
        5057          49         48
        5057          63         36
        5057          67         36
        5058          64         19
        5058          65         19
        5058          71         21
        5058          73         21
        5058          74         15
        5058          76         61
        5058          78         31
        5058          80         30
        5058          81         31
        5058          82         42
        5058          86         20
        5058          87         16
        5058          88         40
        5058          93         20
        5059           5         74
        5059          16         74
        5059          19         48
        5059          22         48
        5059          48         74
        5059          49         74
        5059          54         24
        5059          63         31
        5059          66         30
        5059          68         60
        5059          69         48
        5059          70         19
        5059          79         38
        5059          90         46
        5060          23         51
        5060          36         41
        5060          38         41
        5060          51         51
        5060          69         20
        5060          70         20
        5060          75         14
        5061          21         55
        5061          23         55
        5061          48         22
        5061          49         55
        5061          53         55
        5061          54         22
        5061          56         22
        5061          57         30
        5061          59         30
        5061          60         26
        5061          66         26
        5061          67         17
        5061          68         17
        5061          70         19
        5061          71         22
        5061          73         17
        5061          74         51
        5061          75         19
        5061          89         20
        5063           5         57
        5063           8         57
        5063          13         43
        5063          29         34
        5063          36         34
        5063          40        114
        5063          43         43
        5063          55         34
        5063          58         34
        5065           6         36
        5065           8         36
        5065          10         71
        5065          12         36
        5065          14         36
        5065          39         36
        5065          41         36
        5065          43         36
        5065          44         36
        5065          67         43
        5065          69         40
        5065          70         24
        5065          75         17
        5065          78         19
        5066           3         59
        5066           4         68
        5066           8         59
        5066          12         59
        5066          21         55
        5066          34        136
        5066          36         72
        5066          37         72
        5066          45         59
        5066          48         84
        5066          54         33
        5066          57         72
        5066          60         87
        5066          65         55
        5066          66         19
        5066          67         55
        5066          74         33
        5066          82         25
        5068           5         41
        5068           8         41
        5068          19         77
        5068          24         23
        5068          26         23
        5068          34         41
        5068          54         77
        5068          57         77
        5068          60         23
        5068          65         40
        5068          66         26
        5068          67         26
        5068          71         26
        5068          72         53
        5068          74         33
        5068          80         28
        5068          84         77
        5068          89         77
        5069           8         68
        5069          10         68
        5069          19         68
        5069          20         56
        5069          22        112
        5069          23         68
        5069          26         56
        5069          30         56
        5069          43         68
        5069          45         56
        5069          46         56
        5069          47         68
        5069          53         56
        5069          54         56
        5069          70         37
        5069          75         37
        5071           4        115
        5071           7        115
        5071           8        115
        5071          38        115
        5071          39         37
        5071          40        115
        5071          60        115
        5071          63        137
        5071          65         15
        5071          66         14
        5071          68         36
        5071          73         37
        5071          86         15
        5072          58         55
        5072          62         55
        5072          67         17
        5072          69         17
        5072          75         12
        5072          76         12
        5073          32         36
        5073          60         36
        5073          66         54
        5073          67         90
        5073          94         18
        5074          18         69
        5074          40         53
        5074          50         37
        5074          63         33
        5074          69         33
        5074          86         37
        5075           1         65
        5075           4         65
        5075           7         58
        5075          13         78
        5075          18         21
        5075          20         39
        5075          31         65
        5075          33         65
        5075          46         94
        5075          48         78
        5075          49         21
        5075          55         29
        5075          57         37
        5075          64         65
        5075          65         39
        5075          67         65
        5075          70         37
        5075          72         37
        5076          16         35
        5076          19         35
        5076          42         35
        5076          64         32
        5076          70         14
        5076          72         28
        5076          73         14
        5078          78         16
        5078          80         26
        5079          69         44
        5079          71         44
        5080           9         10
        5080          11        111
        5080          41         55
        5080          43         55
        5080          45         10
        5080          47         10
        5080          79         33
        5081          25         16
        5081          33         16
        5081          54         16
        5081          63         16
        5081          64         16
        5081          69         34
        5081          71         15
        5081          74         16
        5081          81         15
        5082           2         98
        5082           4         98
        5082          17         91
        5082          21         91
        5082          28         86
        5082          29        148
        5082          30         98
        5082          52         91
        5082          58         29
        5082          64         72
        5082          66         54
        5082          72         98
        5082          79         34
        5082          81         34
        5084           7         70
        5084           8         35
        5084           9         35
        5084          10         48
        5084          13         70
        5084          15         22
        5084          30         34
        5084          33         34
        5084          38         48
        5084          41         70
        5084          47         22
        5084          49         35
        5084          54         17
        5084          55         35
        5084          57         27
        5084          59         17
        5084          62         29
        5084          65         17
        5084          66         27
        5084          70         18
        5084          73         22
        5084          76         18
        5086           4         50
        5086          19         27
        5086          22         37
        5086          25         50
        5086          29         50
        5086          40         27
        5086          49         19
        5086          51         17
        5086          52          9
        5086          54         17
        5086          56         37
        5086          57         37
        5086          63         27
        5086          66         27
        5086          73         13
        5086          76         13
        5086          77          9
        5086          83          9
        5087          84         34
        5087          86         34
        5088          61         27
        5088          84         27
        5089          10         83
        5089          15         83
        5089          16         83
        5089          30        111
        5089          32         66
        5089          43         83
        5089          44         83
        5089          49         47
        5089          50         30
        5089          58         32
        5089          60         61
        5089          63         33
        5089          67         33
        5089          68        134
        5089          74         31
        5089          79         31
        5089          80         30
        5089          84         30
        5089          87         16
        5090          15         15
        5090          26         20
        5090          28         37
        5090          30         29
        5090          44         15
        5090          47         15
        5090          58         37
        5090          63         20
        5090          65         20
        5090          67         29
        5091          14         29
        5091          15         29
        5091          38         57
        5091          39         57
        5091          56         63
        5091          67         26
        5091          68         26
        5092           0         33
        5092           2         33
        5092           3         37
        5092          10         37
        5092          20         57
        5092          23         57
        5092          34         66
        5092          36         37
        5092          42         37
        5092          56         57
        5092          66         33
        5092          68         33
        5092          78         23
        5092          83         23
        5093           8        104
        5093          24         33
        5093          36         33
        5093          45        104
        5093          48        104
        5093          62         66
        5094          13         77
        5094          18         77
        5094          22         77
        5094          48         77
        5094          51         77
        5094          68         23
        5094          71         65
        5094          75         39
        5094          77         34
        5094          79         55
        5094          84         15
        5094          88         26
        5094          92         12
        5095          15         38
        5095          17         38
        5095          20         24
        5095          24         62
        5095          30         26
        5095          39         46
        5095          47         38
        5095          50         24
        5095          51         62
        5095          54         62
        5095          57         38
        5095          63         25
        5095          64         51
        5095          65         25
        5095          71         16
        5095          72         40
        5095          74         14
        5095          77         44
        5095          81         24
        5096          51         18
        5096          67         25
        5096          68         22
        5096          69         29
        5096          73         22
        5096          79         16
        5096          80         16
        5096          85         39
        5096          90         50
        5097          13         91
        5097          15         91
        5097          47        181
        5097          53         70
        5097          65         44
        5097          72         33
        5097          73         33
        5097          77         23
        5097          78         23
        5098          60         23
        5098          72         52
        5098          77         26
        5099          28         77
        5099          56         23
        5099          60         23
        5099          66         77
        5099          79         17
        5099          82         25
        5099          84         17
        5099          86         25
        5100          21         29
        5100          53         29
        5100          55         29
        5100          66         23
        5100          78         17
        5100          80         17
        5101          15         82
        5101          17         82
        5101          26         28
        5101          45         82
        5101          52         82
        5101          55         48
        5101          62        139
        5101          64         25
        5101          65         25
        5101          70          7
        5102           1         44
        5102           3         44
        5102          29         39
        5102          30         39
        5102          33         44
        5102          45         69
        5102          59         23
        5102          68         16
        5102          74         70
        5102          85         18
        5103          82         12
        5103          83         12
        5104           2          8
        5104          29         23
        5104          38         22
        5104          40         26
        5104          41          8
        5104          43         26
        5104          48          8
        5104          57         12
        5104          68         68
        5104          69         17
        5104          70         36
        5104          72         23
        5104          73         19
        5104          74         19
        5104          76         61
        5104          77         26
        5104          79         19
        5104          85         19
        5104          86         24
        5104          94         35
        5105          51         16
        5105          62         21
        5105          67         19
        5105          69         21
        5106           1         93
        5106          16         29
        5106          18         25
        5106          19         29
        5106          20         47
        5106          26         50
        5106          32         86
        5106          35         50
        5106          45         58
        5106          48         19
        5106          52         25
        5106          54         33
        5106          57         22
        5106          63         71
        5106          67         16
        5106          73         16
        5106          75         10
        5106          76         38
        5106          77         19
        5106          84         10
        5106          85         10
        5107          71         15
        5107          76         37
        5107          80         20
        5107          83         20
        5107          84         37
        5109          60         22
        5109          61         22
        5109          66         22
        5110          33         44
        5110          56         24
        5110          59         16
        5110          68         63
        5110          71         63
        5110          73         18
        5110          74         18
        5110          80         40
        5110          82         20
        5111           6         73
        5111          11         73
        5111          30         57
        5111          38         48
        5111          44        121
        5111          48         31
        5111          52         73
        5111          55         25
        5111          79         27
        5113          15         62
        5113          16         62
        5113          40         62
        5113          63         62
        5113          66         62
        5113          67         54
        5113          80         24
        5113          81         17
        5113          82         23
        5113          83         17
        5114          24         20
        5114          26         20
        5114          57         21
        5114          59          8
        5114          61         20
        5114          64         58
        5114          66         58
        5114          84         21
        5114          97         42
        5115           3         21
        5115          20         36
        5115          25         44
        5115          26         23
        5115          27         36
        5115          28         43
        5115          29         21
        5115          30         43
        5115          34         39
        5115          51         36
        5115          61         39
        5115          66         25
        5115          68         57
        5115          69         25
        5115          70         39
        5115          72         39
        5115          75         39
        5115          76         39
        5115          78         26
        5115          82         26
        5115          84         26
        5115          86         26
        5116          19         41
        5116          20         41
        5116          35         29
        5116          46         39
        5116          47         74
        5116          57         25
        5116          59         41
        5116          60         29
        5116          62         29
        5116          81         20
        5116          82         20
        5117          44         58
        5117          53         60
        5117          54         33
        5117          56         24
        5118           4        105
        5118          10        115
        5118          13        115
        5118          21        129
        5118          33        105
        5118          35        105
        5118          40        115
        5118          44        129
        5118          48        129
        5118          62         17
        5118          64         17
        5118          66         35
        5118          68         54
        5118          69         19
        5118          72        129
        5120          36         30
        5120          39         28
        5120          59         28
        5120          60         17
        5120          69         26
        5120          71         26
        5120          73         30
        5120          84         21
        5121          45         46
        5121          48         46
        5121          53         78
        5121          63         17
        5121          73         19
        5121          74         19
        5121          82         21
        5121          84         21
        5122          12         38
        5122          50         46
        5122          54         38
        5122          55         38
        5123           3        152
        5123           7         45
        5123          11         45
        5123          17         17
        5123          24         22
        5123          25         52
        5123          27        152
        5123          29        152
        5123          30         45
        5123          38         56
        5123          42         17
        5123          56         99
        5123          59         40
        5123          61        152
        5123          62         32
        5123          63         59
        5123          66         21
        5123          67         38
        5123          70         37
        5123          72         30
        5123          73         52
        5123          75         50
        5123          83         35
        5123          94         38
        5125          35         30
        5125          52         62
        5126           3         72
        5126           4         72
        5126          24         72
        5126          26         72
        5126          33         72
        5126          62         72
        5126          65         72
        5127           6         22
        5127          34         77
        5127          37         34
        5127          38         22
        5127          41         22
        5127          45         36
        5127          49         26
        5127          55         26
        5127          56         28
        5127          58         33
        5127          59         17
        5127          60         19
        5127          64         22
        5127          68         70
        5127          69         19
        5127          70         69
        5127          72         26
        5129          48         18
        5130           4         46
        5130           8         41
        5130          29         41
        5130          30         41
        5130          31         92
        5130          32         53
        5130          33         64
        5130          34         28
        5130          38         41
        5130          48         56
        5130          52         53
        5130          56         33
        5130          63         74
        5130          65         35
        5130          69         28
        5130          70         19
        5130          73         36
        5130          77         33
        5130          78         28
        5130          82         25
        5131           1         68
        5131           8         68
        5131          10        141
        5131          29         33
        5131          39         68
        5131          43        111
        5131          44         68
        5131          48         72
        5131          64         15
        5131          67         33
        5131          69         31
        5131          73         33
        5131          74         15
        5131          77         39
        5131          93         39
        5132          65         52
        5132          66         26
        5132          68         26
        5133           2         16
        5133           4         31
        5133           9         31
        5133          20         46
        5133          21         46
        5133          33         47
        5133          34         31
        5133          35         16
        5133          53         46
        5133          63         26
        5133          68         21
        5133          70         21
        5133          73         17
        5133          83         30
        5135           1         83
        5135           3         29
        5135           6        112
        5135          15        102
        5135          16         65
        5135          20         37
        5135          30         83
        5135          36         54
        5135          40        120
        5135          43         66
        5135          45         29
        5135          48         65
        5135          51         52
        5135          61         21
        5135          64         64
        5135          67         19
        5135          68         58
        5137          24         20
        5137          62         20
        5137          68         27
        5138          72          9
        5138          84         13
        5139          13         44
        5139          16         44
        5139          25         50
        5139          26         15
        5139          38         25
        5139          39         19
        5139          47         44
        5139          55         23
        5139          57         19
        5139          63         27
        5139          64         27
        5139          66         42
        5139          68         29
        5139          69         12
        5139          72         26
        5139          74         15
        5139          75         12
        5139          77         23
        5139          79         15
        5139          80         21
        5139          82         16
        5139          83         16
        5139          85         21
        5139          91         23
        5140          29         53
        5140          32         53
        5140          33         53
        5140          57         21
        5140          60         21
        5140          66         25
        5140          67         25
        5140          68         21
        5140          70         20
        5140          74         21
        5140          76         30
        5140          79         53
        5140          86         19
        5143           1         79
        5143          28        157
        5143          60         26
        5143          67         22
        5143          70         19
        5143          71         19
        5143          83         22
        5143          88         21
        5143          89         21
        5144          24        106
        5144          25        106
        5144          32         67
        5144          35         33
        5144          36         33
        5144          37         67
        5144          44         38
        5144          45         38
        5144          51         41
        5144          52         46
        5144          54         46
        5144          58         32
        5144          61         25
        5144          63         32
        5144          66         25
        5144          67         29
        5144          71         51
        5144          75         22
        5148           5         14
        5148           8         14
        5148           9        101
        5148          10        101
        5148          12        101
        5148          14        135
        5148          16        101
        5148          17        101
        5148          18        107
        5148          25         60
        5148          29         14
        5148          32         14
        5148          33        107
        5148          35         54
        5148          41        101
        5148          45        130
        5148          49         34
        5148          50         30
        5148          52        107
        5148          55         23
        5148          56         54
        5148          57        107
        5148          59         73
        5148          60         23
        5148          66         58
        5148          68         27
        5148          75         21
        5148          77         45
        5148          78         23
        5148          81         54
        5148          86         19
        5148          95         19
        5149          11         51
        5149          12        136
        5149          21         85
        5149          28         58
        5149          30         49
        5149          32         49
        5149          36         51
        5149          42         51
        5149          45         85
        5149          47         85
        5149          55         25
        5149          57         32
        5149          58         24
        5149          75         28
        5149          76         25
        5149          79         28
        5150           9          7
        5150          11          7
        5150          23         23
        5150          27         17
        5150          34          7
        5150          38         19
        5150          49         17
        5150          51         23
        5150          53         32
        5150          54         32
        5150          56         32
        5150          60         49
        5150          70         17
        5151           9         98
        5151          13         98
        5151          15         98
        5151          22         98
        5151          23         98
        5151          30         38
        5151          34         59
        5151          41         98
        5151          45         32
        5151          47         34
        5151          49         56
        5151          51         98
        5151          55         59
        5151          61         59
        5151          68         28
        5151          70         89
        5151          74         56
        5151          80         28
        5154          41         21
        5154          51         23
        5154          67         15
        5155           0         17
        5155           1         17
        5155           5         11
        5155           6         19
        5155          11         11
        5155          14         11
        5155          15         55
        5155          16         11
        5155          19         11
        5155          22         19
        5155          24         41
        5155          25         55
        5155          26         41
        5155          30         17
        5155          31         17
        5155          32         11
        5155          45         19
        5155          54         17
        5155          56         55
        5155          61         14
        5155          62         55
        5155          71         35
        5157          25         52
        5157          57         22
        5157          59         52
        5157          61         52
        5158           6        113
        5158           9        113
        5158          11        113
        5158          25        100
        5158          38        227
        5158          58         13
        5158          70         20
        5158          85         20
        5159           7         25
        5159          16         74
        5159          27         25
        5159          29         25
        5159          33         53
        5159          34         25
        5159          46         27
        5159          50         74
        5159          66         17
        5159          70         15
        5159          76         15
        5159          78          8
        5159          80          8
        5160          28         53
        5160          64         53
        5160          71         23
        5160          72         23
        5161           1         69
        5161           3         69
        5161           5         91
        5161           6         76
        5161          13        151
        5161          16        151
        5161          30         76
        5161          31         91
        5161          33         91
        5161          36        151
        5161          37         69
        5161          38        209
        5161          68         35
        5161          69         35
        5162          26         31
        5162          52         49
        5162          54         49
        5162          60         18
        5162          63         18
        5162          66         49
        5162          67         31
        5162          68         37
        5162          72         19
        5162          75         13
        5163          27         25
        5163          28         25
        5163          33         53
        5163          59         48
        5163          61         48
        5163          63         24
        5163          64         24
        5163          65         26
        5163          80         18
        5163          87         18
        5163          89         18
        5164          12         72
        5164          20        123
        5164          24         31
        5164          25         72
        5164          26         67
        5164          27         54
        5164          29         54
        5164          30        129
        5164          43        247
        5164          47         53
        5164          50         72
        5164          54         53
        5164          60         72
        5164          75         10
        5164          77         10
        5165          25         43
        5165          26         99
        5165          27         99
        5165          28         43
        5165          30         99
        5165          33        131
        5165          37         32
        5165          39         39
        5165          58         67
        5166           8         58
        5166          11         58
        5166          24         46
        5166          25        102
        5166          26         43
        5166          27        103
        5166          28         51
        5166          29         51
        5166          31         97
        5166          36        116
        5166          55        100
        5166          58         57
        5166          61          6
        5166          68         45
        5166          70         45
        5166          71          6
        5166          73         18
        5166          75          6
        5166          78          6
        5166          81          6
        5167          28         52
        5167          32         33
        5167          33         33
        5167          40         45
        5167          64         47
        5167          66         26
        5167          79         18
        5167          83          8
        5167          90          8
        5168          26         53
        5168          30         47
        5168          46         41
        5168          57         48
        5168          65         21
        5168          75         21
        5168          88         15
        5170          18         70
        5170          21         70
        5170          22        111
        5170          23         70
        5170          24        111
        5170          40         52
        5170          41         52
        5170          50         70
        5170          51        111
