Thu Apr 15 2021 21:02:30 GMT-0400 (Eastern Daylight Time) - Run Time: 2260ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: 2006 GTA zone of household - gta06_hhld
Column: Income range of household - income
Table: Primary travel mode of trip - mode_prime


Filters:
Regional municipality of household - region_hhld In 6, 

Trip 2016
ROW : gta06_hhld
COLUMN : income

TABLE    : mode_prime (Transit excluding GO rail)

  gta06_hhld      income      total
        5242           4       1209
        5242           6        253
        5242           7        388
        5243           7        278
        5244           4        657
        5244           5        737
        5244           6       2018
        5244           7       1885
        5245           2        157
        5245           3        239
        5245           4        225
        5245           5        344
        5245           6        318
        5245           7         57
        5246           2        135
        5246           3         58
        5246           4        733
        5246           5        232
        5246           6       1684
        5246           7         57
        5247           3        143
        5247           4        768
        5247           5         55
        5247           6        856
        5247           7        214
        5248           2        384
        5248           3        463
        5248           4        420
        5248           5        336
        5248           6       1881
        5248           7       1014
        5249           3        125
        5249           4        229
        5249           5        256
        5249           6        132
        5250           3         53
        5250           4        156
        5250           5        100
        5250           6        986
        5250           7        197
        5251           3         51
        5251           5        151
        5252           2        310
        5252           3        766
        5252           4        485
        5252           5         70
        5252           6        208
        5252           7        121

TABLE    : mode_prime (GO rail only)

  gta06_hhld      income      total
        5001           7         16
        5033           6        192
        5045           6         49
        5047           6         49
        5058           6         37
        5061           5         34
        5063           5         54
        5065           6         56
        5069           6         37
        5071           6         35
        5073           6         98
        5082           7         57
        5084           5         43
        5084           6         33
        5086           4         38
        5086           5         23
        5088           7         67
        5094           7         28
        5096           4         28
        5100           6        114
        5105           6         55
        5110           6         43
        5113           6         84
        5114           4         57
        5120           6         34
        5129           6         16
        5132           7         31
        5137           6         91
        5149           6         67
        5150           6          7
        5150           7         66
        5151           5        141
        5155           5         18
        5158           4         17
        5158           7         48
        5161           4         48
        5163           4         47
        5167           6         77
        5168           3         47
        5171           2         16
        5171           5         47
        5172           4        134
        5172           5         64
        5175           5         27
        5177           2         34
        5178           6         77
        5179           7         47
        5180           5         34
        5186           3         33
        5187           6         63
        5191           5        117
        5192           3         33
        5192           5         23
        5194           4         45
        5196           5         33
        5199           2         43
        5199           5        114
        5199           7         32
        5200           4         28
        5200           6         23
        5201           7         17
        5207           6        126
        5212           2         22
        5215           6         51
        5219           5         65
        5223           7         17
        5226           6        100
        5229           6        170
        5230           4         85
        5230           5        122
        5230           6         82
        5231           6         39
        5232           6         15
        5233           6         38
        5234           5        107
        5235           4         84
        5235           5         23
        5238           4         13
        5239           6         56
        5245           6         27
        5246           6         92
        5247           7         49
        5248           6         69
        5248           7         43
        5252           6         49

TABLE    : mode_prime (Joint GO rail and local transit)

  gta06_hhld      income      total
        5041           4         14
        5045           5         26
        5058           6         37
        5059           6         12
        5060           6        174
        5065           4        146
        5065           6         35
        5068           5         48
        5071           6         37
        5073           7        106
        5076           2         16
        5078           6         17
        5079           4         29
        5086           3         74
        5104           2         45
        5104           7         42
        5105           6         22
        5122           7         94
        5123           1         37
        5129           6         68
        5130           4         74
        5132           2         18
        5133           3         62
        5133           5         63
        5141           4         73
        5141           7         15
        5144           6        177
        5150           5        155
        5155           6         15
        5157           6         37
        5157           7         24
        5161           3         58
        5163           2         23
        5163           6         82
        5164           4         40
        5164           6         16
        5167           6         12
        5168           2         70
        5171           2         63
        5176           3         23
        5176           5         41
        5179           3         38
        5179           4         34
        5181           5         46
        5186           4         17
        5188           4         46
        5191           3         24
        5192           5         23
        5194           4         45
        5195           1         24
        5195           2         56
        5200           6         23
        5201           4         52
        5202           4         52
        5206           2         63
        5219           6         11
        5229           1         15
        5230           6         47
        5231           6         66
        5232           5         51
        5232           7         32
        5241           7         58
        5244           7         43
        5246           4         19

TABLE    : mode_prime (Motorcycle)

  gta06_hhld      income      total
        5057           4        108
        5068           4         77
        5069           7         60
        5150           1        402
        5154           4         36
        5157           4         64
        5158           6         48
        5161           4         75
        5166           4         36
        5170           5         92
        5170           7         46
        5179           3         39
        5186           7        108
        5200           2         57
        5216           6         30
        5237           5         29

TABLE    : mode_prime (Other)

  gta06_hhld      income      total
        5046           7         26
        5059           6         12
        5069           2         73
        5078           5         32
        5089           2         64
        5100           1         79
        5101           3         15
        5104           3         48
        5110           7         73
        5130           2         58
        5135           2         22
        5151           5        129
        5154           1        224
        5159           2         82
        5181           4         96
        5192           7         20
        5195           1         54
        5200           1         67
        5202           4        279
        5202           7         24
        5212           4         32
        5239           1         41
        5240           5         26
        5247           7         49

TABLE    : mode_prime (Auto passenger)

  gta06_hhld      income      total
        5001           2         40
        5001           5        197
        5002           2        477
        5002           3        285
        5002           6        260
        5002           7        327
        5003           2        113
        5003           7         19
        5004           4        117
        5004           7        680
        5005           3        140
        5005           4        563
        5005           5        308
        5005           6       1056
        5005           7         40
        5006           7         27
        5007           2         93
        5007           3        267
        5007           5         83
        5007           6         68
        5007           7         19
        5008           3        190
        5008           4         37
        5009           3         81
        5009           4        124
        5009           5         19
        5009           6         86
        5009           7         93
        5011           2         40
        5012           3         16
        5012           7         62
        5016           4         79
        5020           5        287
        5020           6        208
        5030           2         20
        5030           5         85
        5032           1         81
        5032           4        143
        5032           5         88
        5032           6        385
        5032           7        209
        5033           2         78
        5033           5        278
        5033           6        384
        5033           7        150
        5035           2         63
        5036           4         12
        5036           5        513
        5036           6        962
        5036           7         50
        5038           4         85
        5041           2        166
        5041           3        614
        5041           4        126
        5041           6        165
        5041           7        318
        5044           4        588
        5044           6        185
        5044           7         30
        5045           3         62
        5045           4         51
        5045           5        414
        5045           6         25
        5045           7        251
        5046           2         89
        5046           3        239
        5046           4        941
        5046           5        533
        5046           6        107
        5046           7        808
        5047           1         13
        5047           2        117
        5047           3        533
        5047           4        243
        5047           5        210
        5047           6       1046
        5047           7        752
        5049           3         33
        5050           2        288
        5050           3         65
        5050           4        748
        5050           6         79
        5050           7        366
        5051           2         26
        5051           3         23
        5051           4        378
        5051           6       1289
        5051           7        421
        5052           4        137
        5052           5         15
        5052           6        292
        5052           7         74
        5053           2        360
        5053           3         95
        5053           4        258
        5053           5        139
        5053           6        432
        5053           7        190
        5054           1        141
        5054           5        279
        5055           4         86
        5056           2        154
        5056           3         51
        5056           4        128
        5056           5        226
        5056           6        345
        5056           7         74
        5057           2         50
        5057           3        241
        5057           4        159
        5057           5         44
        5057           7        269
        5058           2        204
        5058           3        181
        5058           4        127
        5058           5        334
        5058           6         37
        5058           7         62
        5059           3        635
        5059           4       1298
        5059           5        276
        5059           7        266
        5060           4        157
        5060           6        110
        5060           7        178
        5061           2         17
        5061           3        107
        5061           4        180
        5061           6        166
        5061           7        357
        5063           3         68
        5063           4        185
        5063           5         54
        5063           6        124
        5063           7        369
        5065           3        213
        5065           4         91
        5065           6       1407
        5065           7        143
        5066           1         88
        5066           2         79
        5066           3        654
        5066           4        592
        5066           5        780
        5066           6         57
        5066           7        309
        5067           2         80
        5067           4        420
        5067           5        113
        5067           6        131
        5067           7         79
        5068           2        521
        5068           3        281
        5068           4        114
        5068           5        218
        5068           6        257
        5069           1         35
        5069           2        395
        5069           4        113
        5069           7        340
        5071           1         60
        5071           3        101
        5071           4         98
        5071           6        119
        5071           7        193
        5072           3         23
        5072           7        150
        5073           2        501
        5073           3        145
        5073           4        791
        5073           5        146
        5073           6        246
        5073           7        746
        5074           2        199
        5074           3        130
        5074           4        479
        5074           5        674
        5074           7        120
        5075           2        285
        5075           3        484
        5075           4        470
        5075           6        110
        5075           7        161
        5076           4        172
        5076           5        167
        5076           6         83
        5076           7         56
        5077           2         28
        5077           6        108
        5078           3         39
        5078           5         79
        5078           7         80
        5079           2        104
        5079           7         48
        5080           3        144
        5080           4         83
        5080           7         98
        5081           2         32
        5081           3        158
        5081           4        107
        5081           7        163
        5082           1        102
        5082           3        362
        5082           4        315
        5082           5        100
        5082           6        237
        5082           7        101
        5084           1         19
        5084           3        441
        5084           4        259
        5084           5        779
        5084           6        371
        5086           2         57
        5086           3         19
        5086           4        302
        5086           5         21
        5086           6        105
        5086           7        430
        5087           3         69
        5087           7         57
        5088           6        182
        5089           3        326
        5089           4        105
        5089           5        265
        5089           6         70
        5090           2         43
        5090           3         64
        5090           4        224
        5090           6        285
        5090           7         44
        5091           2        521
        5091           3        114
        5091           4         69
        5091           6        149
        5092           2        130
        5092           3         70
        5092           4         33
        5092           6        431
        5092           7        185
        5093           1         25
        5093           3         66
        5093           5         39
        5093           6        183
        5093           7        107
        5094           2        268
        5094           3        633
        5094           4         92
        5094           5         47
        5094           6        771
        5094           7        443
        5095           2        149
        5095           3        134
        5095           4        230
        5095           7         20
        5096           2         49
        5096           3        184
        5096           4        234
        5096           5        180
        5096           6         98
        5096           7        160
        5097           1         49
        5097           3        176
        5097           4         62
        5098           2        256
        5098           3        104
        5098           4        211
        5098           5         97
        5098           6         48
        5098           7        243
        5099           2        157
        5099           3        153
        5099           4         38
        5099           6        151
        5099           7         76
        5100           1        158
        5100           3         29
        5100           4        524
        5100           5         51
        5100           6        639
        5100           7        410
        5101           2        121
        5101           4         62
        5101           5        107
        5101           6         34
        5101           7         45
        5102           2        328
        5102           3        183
        5102           4         40
        5102           7        288
        5103           6         33
        5104           1         32
        5104           2        216
        5104           3        216
        5104           4        114
        5104           6        202
        5104           7        288
        5105           2         94
        5105           3         38
        5105           4        384
        5105           6         36
        5105           7        138
        5106           2        233
        5106           3        213
        5106           4        151
        5106           7         32
        5107           2         54
        5107           3        151
        5107           7         79
        5109           2         31
        5109           4        160
        5109           5        371
        5109           6        339
        5109           7        248
        5110           2        340
        5110           3        162
        5110           4         80
        5110           6        293
        5110           7        896
        5111           1         16
        5111           2         61
        5111           6        182
        5111           7        256
        5113           2         83
        5113           3        170
        5113           4        790
        5113           5        436
        5113           7         80
        5114           4        158
        5114           6        200
        5114           7        104
        5115           3        630
        5115           4        221
        5115           5        106
        5115           6        176
        5115           7         49
        5116           3         39
        5116           7        118
        5117           4        354
        5118           2        102
        5118           3        856
        5118           4        117
        5118           7        551
        5120           1         72
        5120           2         62
        5120           5        171
        5120           7         82
        5121           2        463
        5121           3         38
        5121           7       1870
        5122           2        718
        5122           3         77
        5122           4        374
        5122           6        216
        5122           7        154
        5123           2        419
        5123           3        278
        5123           4        354
        5123           6        148
        5123           7        209
        5125           2         41
        5125           3         62
        5125           4         52
        5125           7         28
        5126           4        678
        5126           5         58
        5127           1         39
        5127           2        145
        5127           3        158
        5127           4        842
        5127           5        322
        5127           7         76
        5129           2         35
        5129           5        155
        5129           6        261
        5130           2        372
        5130           3         83
        5130           4        167
        5130           6        278
        5130           7        142
        5131           2        106
        5131           3         67
        5131           4        407
        5131           5         75
        5131           7        207
        5132           3         52
        5132           4         29
        5132           5         69
        5132           6         92
        5132           7        200
        5133           2        188
        5133           3         73
        5133           4        222
        5133           5        387
        5135           1         31
        5135           2        147
        5135           3        216
        5135           4        580
        5135           5        224
        5135           6         93
        5135           7        673
        5137           5        145
        5137           6         44
        5137           7         48
        5139           1         31
        5139           2        478
        5139           3        145
        5139           4        244
        5139           5       1207
        5139           6        239
        5139           7        156
        5140           2        106
        5140           3        170
        5140           5        408
        5140           6        336
        5140           7        100
        5141           2         27
        5141           4        117
        5141           5         66
        5141           6        494
        5141           7         15
        5143           2         95
        5143           3        179
        5143           4        140
        5143           5         43
        5143           7        125
        5144           2         84
        5144           3        283
        5144           4        448
        5144           5        257
        5144           6        307
        5144           7        459
        5148           1         67
        5148           2        298
        5148           3        207
        5148           4         98
        5148           5        311
        5148           7        370
        5149           2         99
        5149           3        735
        5149           4        161
        5150           1        166
        5150           2        359
        5150           3         79
        5151           2        129
        5151           3        770
        5151           4        276
        5151           5        129
        5151           7         29
        5154           2         36
        5154           4        297
        5154           5         63
        5155           2        186
        5155           3        104
        5155           4        109
        5155           5         81
        5155           6         37
        5155           7        173
        5157           2        128
        5157           3        105
        5157           4        211
        5157           5        166
        5158           2        122
        5158           3         39
        5158           4        223
        5158           6       1438
        5158           7        560
        5159           2         80
        5159           3         42
        5159           4         34
        5159           6         62
        5159           7         26
        5160           3         70
        5160           6         70
        5161           1         59
        5161           2        126
        5161           4        447
        5161           7        111
        5162           3        106
        5162           4         64
        5162           5         43
        5163           2         48
        5163           3         47
        5163           4         45
        5163           6        218
        5164           2        287
        5164           3        580
        5164           4        750
        5164           5         38
        5164           6        218
        5164           7        339
        5165           1        134
        5165           2         29
        5165           3        198
        5165           4         84
        5165           7        131
        5166           2        479
        5166           3        144
        5166           5        228
        5166           6        346
        5166           7        357
        5167           3         16
        5167           4         20
        5167           7         62
        5168           2        140
        5168           5         14
        5170           2        209
        5170           3        221
        5170           4         64
        5170           5         92
        5170           7        144
        5171           2        160
        5171           3        103
        5171           7         52
        5172           3        225
        5172           4        134
        5172           5         50
        5172           7         49
        5174           2        399
        5174           4         90
        5174           5        230
        5174           6         76
        5175           3        160
        5175           4        365
        5175           5         61
        5175           6         75
        5175           7        109
        5176           2        207
        5176           3       1570
        5176           5        132
        5177           3        172
        5177           4        314
        5177           5        103
        5177           6         33
        5177           7         80
        5178           2         34
        5178           3         61
        5178           4        153
        5178           5         37
        5178           6         45
        5178           7         52
        5179           1         97
        5179           2         33
        5179           3        347
        5179           4        103
        5179           5         98
        5179           7        273
        5180           3        281
        5180           4        275
        5180           5        399
        5180           6         85
        5181           1         35
        5181           2        124
        5181           3        173
        5181           4         45
        5181           7         45
        5182           2         62
        5182           3        320
        5182           4         82
        5183           2        279
        5183           3        137
        5183           4        330
        5186           1         97
        5186           4         61
        5187           1        142
        5187           3         51
        5187           4        286
        5187           5        182
        5187           6        296
        5187           7        154
        5188           2        186
        5188           3        197
        5188           7        402
        5191           2         60
        5191           3        147
        5191           5         87
        5191           6        305
        5191           7         49
        5192           1         58
        5192           3         25
        5192           4         73
        5192           5         23
        5194           2         27
        5194           4         80
        5194           5        208
        5195           1         43
        5196           3         14
        5196           5        175
        5196           6        112
        5197           3         69
        5198           3        103
        5198           6         78
        5199           2         43
        5199           6         50
        5199           7         66
        5200           2        206
        5200           3        205
        5200           4        113
        5200           5        256
        5200           6         23
        5200           7        274
        5201           2         25
        5201           4         25
        5201           5        108
        5201           6        132
        5202           3        103
        5202           4        373
        5202           5        106
        5202           6        180
        5203           1        173
        5203           3        168
        5203           4         41
        5203           5        135
        5203           6        128
        5203           7         72
        5204           1         58
        5204           2        539
        5204           3         58
        5204           4         21
        5205           1        162
        5205           2        149
        5205           3        272
        5205           4        211
        5205           5        106
        5205           6        904
        5205           7        222
        5206           1       1506
        5206           2        296
        5206           4         48
        5207           2        103
        5207           3        112
        5207           4        169
        5207           5        270
        5207           6         30
        5207           7         89
        5208           1         24
        5208           2        211
        5208           3        737
        5208           4        521
        5208           6        188
        5208           7         46
        5210           2         98
        5210           7         36
        5212           3         76
        5212           4         32
        5212           5        190
        5212           6         96
        5214           4         53
        5215           2         53
        5216           3        232
        5216           4        564
        5216           5         83
        5216           6        101
        5216           7         67
        5219           2         74
        5219           3         84
        5219           4        127
        5219           5        349
        5219           6         11
        5219           7         54
        5223           2         53
        5223           4         25
        5223           5         73
        5223           6        234
        5223           7         43
        5224           4        115
        5224           6        132
        5225           3         37
        5225           4         50
        5225           6         46
        5226           2         39
        5226           4         25
        5226           5         97
        5226           6        509
        5226           7        219
        5227           6         16
        5229           3         27
        5229           6        664
        5230           3        126
        5230           4        293
        5230           5         89
        5230           6         88
        5230           7        244
        5231           2         45
        5231           4        119
        5231           6        354
        5231           7        235
        5232           2        104
        5232           3        414
        5232           5         92
        5232           6        796
        5232           7        234
        5233           3         27
        5233           5         71
        5233           6        698
        5233           7         55
        5234           5         51
        5234           6        406
        5235           4        168
        5236           4        461
        5236           5        300
        5236           6         51
        5237           2         20
        5237           3         91
        5237           4         44
        5237           5        356
        5237           6        196
        5237           7        455
        5238           2        189
        5238           4        246
        5238           6        406
        5238           7        172
        5239           2        467
        5239           3         97
        5239           4        271
        5239           5        199
        5239           6         91
        5239           7        268
        5240           4        104
        5240           6         61
        5241           2        590
        5241           3        357
        5241           4        284
        5241           6        112
        5241           7        601
        5242           7         46
        5243           7        307
        5244           4        138
        5244           6        196
        5244           7        332
        5245           4        113
        5245           5        198
        5245           7         57
        5246           4        251
        5246           5        232
        5246           6        164
        5246           7         57
        5247           4        113
        5247           6        216
        5247           7         49
        5248           2         27
        5248           3         84
        5248           4         80
        5248           5         35
        5248           6        304
        5248           7        485
        5249           6         19
        5250           4        157
        5250           6        172
        5250           7         74
        5251           3         26
        5252           3        123
        5252           4        129
        5252           7        103

TABLE    : mode_prime (School bus)

  gta06_hhld      income      total
        5002           6         74
        5005           3         94
        5005           4        103
        5005           6         74
        5005           7        199
        5009           6         86
        5012           7        124
        5020           5         88
        5020           6         20
        5020           7        163
        5028           3         75
        5030           4        112
        5030           5         85
        5030           7        118
        5032           6        314
        5032           7        151
        5036           4         24
        5037           6        167
        5041           2         70
        5041           3         22
        5041           4         71
        5041           5         83
        5041           7        324
        5044           6         65
        5045           5         75
        5046           4         60
        5046           5         25
        5046           6        193
        5047           2         48
        5047           6         63
        5049           4        261
        5050           4         38
        5050           5         79
        5051           2         51
        5051           6        168
        5052           4         44
        5053           3        236
        5054           5         28
        5055           4        257
        5056           3         64
        5056           4         93
        5056           5        233
        5056           6        152
        5056           7         92
        5057           7         94
        5058           5        161
        5059           4        277
        5059           7        195
        5061           4        673
        5061           6        118
        5063           3         85
        5063           7         98
        5065           4        146
        5065           6        244
        5067           4        106
        5068           5         52
        5069           4         77
        5069           7        327
        5071           6        106
        5071           7        294
        5073           2        125
        5073           4        267
        5073           5        358
        5073           6        189
        5073           7        545
        5075           3         41
        5075           4         40
        5075           7         49
        5076           3         70
        5076           4         46
        5076           6         19
        5077           6        108
        5078           6        247
        5079           4         87
        5080           7         17
        5081           5         16
        5082           6         99
        5084           1         37
        5084           5         35
        5084           6        150
        5086           4         97
        5088           6         63
        5089           3        333
        5089           4        145
        5090           3         15
        5091           2        205
        5092           7         34
        5093           6         86
        5093           7        110
        5094           3        154
        5094           5         47
        5094           6        274
        5094           7        248
        5096           4         41
        5096           5         87
        5096           6         50
        5097           3        363
        5098           1        493
        5100           4        135
        5100           6        225
        5100           7         96
        5105           4        176
        5106           2        131
        5106           6        242
        5109           6        140
        5111           6         91
        5111           7         70
        5118           1        125
        5118           2        113
        5121           2        530
        5122           2        253
        5123           1         46
        5123           4        236
        5123           7        272
        5125           2         66
        5126           4         97
        5127           5        161
        5131           2         21
        5132           5         60
        5133           6        270
        5135           3         74
        5137           6         16
        5137           7         35
        5139           6         44
        5140           6        115
        5141           6        287
        5148           3        201
        5148           4         34
        5157           2        191
        5166           3        116
        5168           2        178
        5170           7        144
        5175           5        102
        5176           3        237
        5177           2        177
        5177           3        160
        5177           5         47
        5177           6         17
        5177           7         26
        5178           4         59
        5178           6         69
        5179           7        143
        5180           5         30
        5181           7        208
        5191           6        387
        5196           6         79
        5201           6        132
        5202           5         63
        5203           2         14
        5203           5         45
        5203           6         67
        5205           6         30
        5207           3         71
        5212           7         64
        5216           3        556
        5216           4        278
        5216           5         83
        5216           6         82
        5219           5        114
        5223           4        365
        5223           5         73
        5224           4         19
        5224           6        132
        5226           3        144
        5226           4        110
        5226           5         97
        5226           6        579
        5226           7         73
        5229           5        105
        5229           6        197
        5230           3         52
        5230           5        164
        5230           6        219
        5230           7        173
        5231           6        308
        5232           5        127
        5232           6         42
        5233           3        142
        5233           5         39
        5233           6        146
        5234           6         41
        5235           4         84
        5237           5        202
        5237           6         65
        5238           2         40
        5238           4        203
        5238           6        172
        5239           5        392
        5239           6         56
        5240           6         27
        5241           7        247
        5242           6        126
        5243           7         77
        5244           4        127
        5244           6         56
        5245           2         78
        5245           4        113
        5246           6        147
        5247           6        113
        5248           4        101
        5248           6        162
        5248           7         52
        5250           4         73
        5250           5         40
        5252           3         96

TABLE    : mode_prime (Taxi passenger)

  gta06_hhld      income      total
        5087           7         57
        5092           2         54
        5092           7        108
        5093           2         12
        5094           4         30
        5094           5        101
        5095           7         40
        5102           2         31
        5104           2        159
        5110           1         41
        5111           2         34
        5114           7         32
        5125           3         62
        5129           2         35
        5131           2         21
        5141           1          7
        5148           1         29
        5148           4         53
        5148           7         72
        5155           5         43
        5156           7         18
        5158           4        134
        5159           2         34
        5162           2         38
        5163           2         30
        5164           2        170
        5164           3         10
        5166           2        113
        5166           4         11
        5167           7         53
        5171           2         57
        5173           2        115
        5176           2        124
        5179           1        103
        5179           2         52
        5180           5         41
        5186           5        100
        5196           7         47
        5200           4         22
        5206           7         58
        5216           4         38
        5226           6         14
        5231           7         15
        5236           3         22
        5237           7         49
        5238           4         36

TABLE    : mode_prime (Paid rideshare)

  gta06_hhld      income      total
        5005           3        140
        5074           1         49
        5100           5        113
        5132           6         43
        5149           2         29
        5159           5         69
        5166           1         73
        5166           2        113
        5171           2        123
        5175           1         34
        5183           2        333
        5191           6         70
        5192           2         33
        5199           3        268
        5230           6         40
        5231           6         81

TABLE    : mode_prime (Walk)

  gta06_hhld      income      total
        5002           6         37
        5005           3         47
        5005           5        100
        5009           4        105
        5009           5        136
        5009           6         86
        5020           6         94
        5020           7         33
        5032           4        161
        5032           6        124
        5032           7        639
        5041           2         70
        5041           3         30
        5041           5         50
        5041           7        159
        5044           4        348
        5045           2        214
        5045           5         67
        5046           2         30
        5046           3         51
        5046           4        331
        5046           5         67
        5046           6         79
        5046           7        114
        5047           6         32
        5050           2        133
        5050           4        637
        5050           5        191
        5050           7        142
        5051           1        192
        5051           5         97
        5051           6        618
        5052           3         22
        5053           2        136
        5053           5        176
        5053           7        228
        5056           4         64
        5056           6        160
        5057           1        133
        5057           2        255
        5057           5         20
        5059           2         25
        5059           3         48
        5059           4        111
        5059           6        156
        5059           7         37
        5060           7         40
        5061           7         47
        5065           6        119
        5066           4        301
        5066           5        382
        5066           6        351
        5066           7         73
        5067           4         96
        5067           6         39
        5068           6        313
        5068           7         48
        5069           2        151
        5069           3        111
        5073           4        291
        5074           1         49
        5074           4        176
        5074           5        201
        5075           3         29
        5075           6         55
        5076           4        119
        5076           5         93
        5078           6         17
        5079           7         43
        5080           3        111
        5080           4         85
        5080           7         17
        5081           6         67
        5081           7        105
        5082           3        145
        5082           6         38
        5084           1         19
        5084           3        383
        5084           4         99
        5084           5        131
        5084           6         97
        5086           3         26
        5086           4         70
        5086           5         21
        5086           7        125
        5087           5         56
        5087           7         79
        5089           3         83
        5089           4        121
        5090           4         20
        5090           6        165
        5091           3        115
        5091           7         52
        5092           1         24
        5092           3         57
        5092           4        447
        5092           7        102
        5093           2         25
        5093           5         77
        5093           6         67
        5094           6         74
        5094           7        177
        5095           1         31
        5095           2         66
        5095           3         31
        5096           4         78
        5096           5         87
        5097           1        297
        5098           1        739
        5098           4         71
        5098           5         97
        5098           7        199
        5099           2        153
        5102           2         25
        5102           4        105
        5104           1        176
        5104           2        122
        5104           4        141
        5104           5        111
        5104           6         27
        5105           7         50
        5106           3        102
        5106           7         32
        5107           2         21
        5107           4        270
        5109           4         47
        5109           6        136
        5109           7         56
        5110           5        110
        5110           7         18
        5111           2        220
        5111           3        147
        5111           4         97
        5111           7         34
        5113           2         36
        5113           5        436
        5114           4         57
        5114           6        341
        5115           3         79
        5115           4         97
        5116           7         82
        5118           2        100
        5118           3        304
        5118           7        105
        5120           1         72
        5121           6        239
        5122           2         84
        5122           3         77
        5123           2        121
        5123           3        113
        5123           7        357
        5125           7        131
        5126           4         97
        5127           2        351
        5129           4         89
        5129           5         62
        5129           6         38
        5130           3         53
        5130           4        230
        5131           1         57
        5131           2        138
        5131           3         77
        5132           2         61
        5132           4         33
        5132           5         60
        5132           6         66
        5132           7        495
        5133           2         21
        5133           4        105
        5133           7         42
        5135           4        392
        5135           6        103
        5135           7        207
        5137           6         84
        5137           7         49
        5139           1         75
        5139           2         16
        5139           3        136
        5139           4        134
        5139           5        227
        5140           2         53
        5140           4        201
        5140           5         93
        5140           6        107
        5141           4         46
        5141           6        176
        5143           2         67
        5143           4        150
        5144           1         94
        5144           3        229
        5144           4        110
        5144           6         44
        5144           7        633
        5148           2        123
        5148           7        108
        5149           1         44
        5149           3        203
        5150           2        369
        5150           3         14
        5150           4         22
        5150           5        155
        5151           3        197
        5151           7         65
        5154           2        114
        5154           4        179
        5154           5         31
        5155           1        129
        5155           2        198
        5155           3        178
        5155           4        160
        5155           5        151
        5156           2         46
        5157           2        206
        5157           3        157
        5157           4         82
        5157           5        166
        5158           2        391
        5158           3        340
        5158           4         69
        5158           6       1326
        5158           7        167
        5159           2         50
        5159           3         60
        5159           4         53
        5159           5        103
        5159           7        158
        5161           3        786
        5161           4        455
        5161           7        110
        5162           7        107
        5163           1         27
        5163           4        220
        5163           6         62
        5163           7         54
        5164           1        168
        5164           2        746
        5164           3        260
        5164           4        362
        5164           6        202
        5164           7        265
        5165           3         43
        5165           7         80
        5166           1        136
        5166           2        200
        5166           3        334
        5166           4         71
        5166           7         99
        5167           2         29
        5167           3         94
        5167           4        386
        5167           6         50
        5167           7        145
        5168           2        272
        5168           3        106
        5168           4        141
        5168           5        156
        5170           1        290
        5170           2        149
        5170           7        742
        5171           2         82
        5171           3         82
        5171           5        239
        5171           7        274
        5172           1        199
        5172           2         85
        5172           3         83
        5172           4        355
        5172           5        100
        5173           2         68
        5174           2         81
        5174           3        502
        5174           4         89
        5174           5         47
        5174           6        154
        5175           1        220
        5175           2        501
        5175           3        224
        5175           4        450
        5175           5         61
        5175           6         75
        5176           3        158
        5176           7        256
        5177           5         29
        5179           1         56
        5179           2        309
        5179           3         37
        5179           4        110
        5179           5        116
        5179           7         36
        5180           4         94
        5180           5        115
        5181           1         37
        5181           2        709
        5181           3        441
        5181           7        188
        5182           1         49
        5183           2        220
        5186           1        115
        5186           2        117
        5186           3         90
        5186           4         31
        5186           5        587
        5186           6        152
        5187           1         98
        5187           2        464
        5187           4        393
        5187           5         52
        5187           6         62
        5187           7         35
        5188           3         66
        5191           2         26
        5191           6         72
        5192           3         26
        5192           4        152
        5192           7        102
        5194           3         86
        5194           7        169
        5195           1         24
        5195           2         47
        5195           4        358
        5196           3        463
        5196           4        141
        5196           5        102
        5196           6        163
        5196           7        336
        5197           2         30
        5198           1        128
        5198           2        223
        5198           6         91
        5199           1         11
        5199           2        149
        5199           3        833
        5199           4        176
        5200           2         51
        5200           3         51
        5200           4        542
        5200           5         36
        5202           4        369
        5203           1         51
        5203           2         52
        5203           3        450
        5203           4        393
        5203           5         57
        5203           6         60
        5203           7         76
        5204           1         17
        5204           2         59
        5204           3         39
        5204           7         55
        5205           1         59
        5205           3         81
        5205           4        112
        5205           5         26
        5205           6        568
        5205           7         61
        5207           2         54
        5207           4        153
        5207           5         23
        5207           6         54
        5208           2        149
        5208           3         84
        5208           4        140
        5208           5        189
        5208           6        117
        5208           7         57
        5210           1        127
        5224           4         31
        5224           6         46
        5229           3        275
        5229           6        228
        5230           5         57
        5230           6         80
        5230           7         86
        5231           3         26
        5231           4        489
        5231           5         38
        5231           6        107
        5232           2         21
        5232           3        158
        5232           5        238
        5232           6        257
        5233           7         37
        5235           4         84
        5236           4        461
        5237           7         32
        5239           6         91
        5239           7         15
        5241           2        565
        5241           4        185
        5242           6        126
        5244           7        115
        5246           4        196
        5246           5        232
        5246           6        264
        5248           7         19
        5250           6         43
        5252           7         27
