gta06_hhld,age,population,income
5086,13,22,4
5086,16,32,4
5086,17,74,4
5086,20,51,4
5086,28,13,4
5086,29,66,4
5086,30,44,4
5086,31,22,4
5086,35,46,4
5086,37,25,4
5086,38,38,4
5086,40,84,4
5086,41,35,4
5086,42,118,4
5086,43,32,4
5086,46,13,4
5086,49,35,4
5086,50,83,4
5086,52,19,4
5086,53,13,4
5086,55,19,4
5086,58,28,4
5086,59,60,4
5086,61,28,4
5086,66,17,4
5086,71,38,4
5086,72,25,4
5086,75,17,4
5086,94,19,4
5088,55,23,4
5089,8,52,4
5089,10,105,4
5089,13,27,4
5089,14,26,4
5089,15,47,4
5089,18,33,4
5089,20,33,4
5089,28,50,4
5089,30,50,4
5089,40,26,4
5089,44,79,4
5089,45,47,4
5089,47,27,4
5089,49,26,4
5089,50,33,4
5089,52,81,4
5089,73,18,4
5089,80,34,4
5090,14,20,4
5090,25,47,4
5090,26,27,4
5090,40,137,4
5090,41,44,4
5090,45,20,4
5090,51,20,4
5090,52,32,4
5090,60,32,4
5090,71,22,4
5090,74,22,4
5091,56,23,4
5091,57,34,4
5091,59,69,4
5091,62,69,4
5091,65,35,4
5092,5,74,4
5092,7,74,4
5092,27,69,4
5092,31,69,4
5092,36,149,4
5092,57,24,4
5092,59,24,4
5092,69,33,4
5092,71,33,4
5093,1,19,4
5093,3,19,4
5093,25,312,4
5093,33,19,4
5093,42,19,4
5093,64,51,4
5093,65,18,4
5093,70,18,4
5094,1,53,4
5094,30,53,4
5094,31,95,4
5094,33,53,4
5094,35,33,4
5094,44,72,4
5094,51,75,4
5094,57,29,4
5094,58,29,4
5094,60,48,4
5094,65,55,4
5094,67,48,4
5094,68,19,4
5094,70,19,4
5094,72,20,4
5094,75,26,4
5094,76,20,4
5094,78,18,4
5094,82,18,4
5094,95,15,4
5095,1,33,4
5095,3,33,4
5095,6,33,4
5095,8,42,4
5095,11,22,4
5095,13,22,4
5095,24,18,4
5095,25,29,4
5095,27,39,4
5095,28,97,4
5095,29,29,4
5095,30,51,4
5095,31,60,4
5095,33,66,4
5095,34,42,4
5095,39,42,4
5095,43,44,4
5095,44,46,4
5095,55,26,4
5095,57,27,4
5095,58,18,4
5095,60,18,4
5095,62,26,4
5095,80,24,4
5095,84,24,4
5096,1,95,4
5096,5,95,4
5096,6,66,4
5096,15,41,4
5096,26,28,4
5096,27,14,4
5096,33,158,4
5096,34,68,4
5096,36,95,4
5096,37,78,4
5096,40,33,4
5096,41,41,4
5096,42,22,4
5096,50,41,4
5096,54,29,4
5096,61,42,4
5096,62,26,4
5096,66,42,4
5096,68,41,4
5096,69,22,4
5096,73,44,4
5096,77,42,4
5097,29,69,4
5097,32,69,4
5097,54,31,4
5097,55,18,4
5097,58,55,4
5097,60,24,4
5097,78,18,4
5097,79,16,4
5098,8,70,4
5098,11,70,4
5098,24,101,4
5098,26,101,4
5098,30,71,4
5098,38,70,4
5098,41,70,4
5098,50,101,4
5098,55,126,4
5098,61,71,4
5098,64,71,4
5098,76,25,4
5098,77,22,4
5098,89,101,4
5099,43,121,4
5099,50,12,4
5099,64,40,4
5099,71,19,4
5099,78,12,4
5099,80,19,4
5099,84,10,4
5099,88,40,4
5100,2,21,4
5100,12,45,4
5100,14,22,4
5100,15,45,4
5100,19,22,4
5100,27,133,4
5100,28,21,4
5100,31,34,4
5100,40,35,4
5100,41,21,4
5100,42,45,4
5100,43,16,4
5100,44,45,4
5100,48,16,4
5100,49,43,4
5100,52,22,4
5100,57,39,4
5100,61,26,4
5100,63,60,4
5100,70,42,4
5100,72,17,4
5100,76,33,4
5101,9,55,4
5101,10,40,4
5101,28,68,4
5101,29,55,4
5101,33,55,4
5101,34,28,4
5101,35,99,4
5101,36,31,4
5101,44,7,4
5101,45,40,4
5101,50,40,4
5101,54,13,4
5102,8,52,4
5102,12,52,4
5102,29,74,4
5102,32,52,4
5102,33,79,4
5102,60,53,4
5102,61,25,4
5102,64,22,4
5102,67,26,4
5102,68,20,4
5102,71,20,4
5102,72,22,4
5104,1,36,4
5104,2,51,4
5104,5,51,4
5104,8,70,4
5104,10,51,4
5104,12,71,4
5104,23,106,4
5104,25,71,4
5104,26,36,4
5104,30,17,4
5104,34,20,4
5104,36,20,4
5104,38,51,4
5104,39,19,4
5104,42,51,4
5104,43,26,4
5104,45,71,4
5104,48,87,4
5104,49,5,4
5104,50,19,4
5104,51,26,4
5104,54,17,4
5104,55,22,4
5104,60,17,4
5104,62,30,4
5104,65,23,4
5104,67,17,4
5104,69,34,4
5104,72,56,4
5104,81,87,4
5104,85,71,4
5105,5,59,4
5105,7,35,4
5105,10,59,4
5105,13,59,4
5105,17,87,4
5105,26,12,4
5105,31,12,4
5105,37,35,4
5105,40,94,4
5105,45,59,4
5105,54,28,4
5105,61,21,4
5105,70,21,4
5105,73,40,4
5105,77,13,4
5105,80,13,4
5105,82,24,4
5106,5,38,4
5106,7,38,4
5106,8,22,4
5106,29,19,4
5106,37,38,4
5106,39,60,4
5106,40,22,4
5106,41,18,4
5106,54,19,4
5106,63,18,4
5106,64,18,4
5106,65,18,4
5106,66,43,4
5106,69,18,4
5106,70,25,4
5106,71,18,4
5107,8,61,4
5107,22,37,4
5107,39,49,4
5107,46,61,4
5107,49,37,4
5107,51,37,4
5109,52,23,4
5109,54,23,4
5109,59,22,4
5109,60,22,4
5109,66,24,4
5109,67,17,4
5109,72,22,4
5109,73,24,4
5109,78,36,4
5110,0,28,4
5110,21,40,4
5110,23,73,4
5110,28,28,4
5110,29,28,4
5110,50,33,4
5110,53,40,4
5110,68,15,4
5111,11,36,4
5111,25,39,4
5111,26,39,4
5111,30,41,4
5111,31,57,4
5111,33,41,4
5111,37,26,4
5111,39,41,4
5111,47,36,4
5111,49,26,4
5111,51,36,4
5111,55,25,4
5111,59,20,4
5111,60,26,4
5111,63,20,4
5111,66,17,4
5111,67,58,4
5111,69,41,4
5111,75,47,4
5111,82,26,4
5113,2,135,4
5113,5,135,4
5113,8,78,4
5113,10,69,4
5113,11,156,4
5113,12,69,4
5113,31,135,4
5113,36,135,4
5113,45,78,4
5113,46,138,4
5113,47,78,4
5113,58,26,4
5113,61,26,4
5113,72,54,4
5113,85,26,4
5113,91,22,4
5114,12,29,4
5114,39,29,4
5114,41,29,4
5114,60,8,4
5114,63,53,4
5114,64,53,4
5114,67,241,4
5115,17,58,4
5115,19,58,4
5115,24,149,4
5115,55,58,4
5115,56,21,4
5115,58,21,4
5115,59,58,4
5115,61,21,4
5115,65,19,4
5115,67,21,4
5115,68,25,4
5115,69,21,4
5115,70,21,4
5115,72,21,4
5115,73,25,4
5115,76,19,4
5116,1,148,4
5116,4,22,4
5116,6,111,4
5116,18,50,4
5116,19,50,4
5116,22,109,4
5116,29,109,4
5116,32,17,4
5116,34,111,4
5116,35,17,4
5116,39,133,4
5116,46,22,4
5116,51,50,4
5116,54,50,4
5116,64,24,4
5116,65,18,4
5116,66,24,4
5116,67,18,4
5116,69,21,4
5116,75,21,4
5117,30,89,4
5117,32,89,4
5117,35,63,4
5117,63,89,4
5117,64,89,4
5117,67,89,4
5118,24,74,4
5118,30,75,4
5118,36,36,4
5118,48,29,4
5118,49,59,4
5118,52,59,4
5118,53,50,4
5118,55,74,4
5118,56,24,4
5118,62,24,4
5118,64,74,4
5118,66,37,4
5118,69,39,4
5118,71,19,4
5118,73,19,4
5118,74,33,4
5118,79,29,4
5120,10,39,4
5120,26,37,4
5120,28,37,4
5120,29,28,4
5120,38,39,4
5120,53,26,4
5120,57,39,4
5120,61,39,4
5120,63,18,4
5120,74,24,4
5120,78,24,4
5121,3,83,4
5121,8,83,4
5121,27,120,4
5121,39,167,4
5121,40,33,4
5121,43,33,4
5121,57,21,4
5121,59,21,4
5122,12,35,4
5122,15,35,4
5122,26,108,4
5122,39,37,4
5122,40,58,4
5122,41,35,4
5122,43,71,4
5123,10,71,4
5123,16,118,4
5123,20,118,4
5123,23,50,4
5123,25,53,4
5123,29,44,4
5123,32,66,4
5123,34,119,4
5123,36,71,4
5123,46,50,4
5123,48,50,4
5123,53,150,4
5123,55,118,4
5123,57,44,4
5123,60,32,4
5123,64,40,4
5123,95,118,4
5125,1,26,4
5125,5,26,4
5125,36,26,4
5125,37,26,4
5126,12,97,4
5126,17,97,4
5126,43,194,4
5127,19,99,4
5127,21,85,4
5127,22,143,4
5127,23,43,4
5127,25,118,4
5127,27,27,4
5127,28,121,4
5127,30,37,4
5127,31,33,4
5127,33,43,4
5127,42,38,4
5127,45,36,4
5127,48,36,4
5127,49,99,4
5127,50,126,4
5127,58,27,4
5127,59,27,4
5127,63,169,4
5127,64,24,4
5129,1,33,4
5129,14,45,4
5129,27,95,4
5129,28,33,4
5129,43,89,4
5129,59,67,4
5129,60,45,4
5129,61,24,4
5129,63,24,4
5130,0,56,4
5130,17,57,4
5130,28,56,4
5130,29,46,4
5130,30,74,4
5130,32,56,4
5130,33,83,4
5130,35,21,4
5130,44,58,4
5130,45,57,4
5130,51,57,4
5130,57,37,4
5130,58,35,4
5130,59,37,4
5130,63,113,4
5130,66,35,4
5131,1,94,4
5131,25,189,4
5131,31,30,4
5131,35,30,4
5131,52,55,4
5131,55,94,4
5131,60,94,4
5131,62,39,4
5132,1,120,4
5132,3,76,4
5132,11,42,4
5132,18,42,4
5132,31,60,4
5132,33,16,4
5132,35,76,4
5132,38,42,4
5132,42,42,4
5132,57,8,4
5132,60,15,4
5132,63,30,4
5132,68,26,4
5132,69,26,4
5132,70,16,4
5132,90,42,4
5133,2,24,4
5133,14,29,4
5133,15,46,4
5133,18,29,4
5133,19,18,4
5133,21,34,4
5133,27,45,4
5133,28,24,4
5133,39,46,4
5133,47,59,4
5133,52,18,4
5133,55,34,4
5133,59,34,4
5133,62,46,4
5133,64,65,4
5135,0,57,4
5135,2,140,4
5135,17,40,4
5135,19,116,4
5135,21,66,4
5135,22,44,4
5135,24,116,4
5135,26,239,4
5135,28,61,4
5135,29,122,4
5135,30,61,4
5135,31,57,4
5135,32,44,4
5135,33,32,4
5135,34,57,4
5135,35,29,4
5135,36,32,4
5135,43,25,4
5135,44,40,4
5135,45,25,4
5135,48,40,4
5135,51,52,4
5135,52,41,4
5135,53,37,4
5135,54,27,4
5135,55,116,4
5135,58,161,4
5135,59,29,4
5135,63,37,4
5135,64,29,4
5135,67,19,4
5135,68,62,4
5135,70,42,4
5137,67,14,4
5137,69,14,4
5137,78,9,4
5137,80,9,4
5139,1,25,4
5139,3,42,4
5139,4,25,4
5139,5,26,4
5139,8,42,4
5139,17,30,4
5139,22,34,4
5139,26,81,4
5139,32,25,4
5139,34,15,4
5139,37,51,4
5139,39,68,4
5139,41,66,4
5139,42,28,4
5139,48,24,4
5139,49,30,4
5139,52,34,4
5139,56,30,4
5139,62,19,4
5139,64,19,4
5139,66,12,4
5139,67,20,4
5139,68,37,4
5139,69,21,4
5139,72,20,4
5139,78,43,4
5139,82,30,4
5139,86,21,4
5139,87,21,4
5140,1,36,4
5140,2,40,4
5140,4,40,4
5140,7,36,4
5140,15,21,4
5140,30,40,4
5140,32,76,4
5140,35,36,4
5140,47,21,4
5140,48,21,4
5140,61,74,4
5140,64,48,4
5140,75,23,4
5140,76,23,4
5140,87,26,4
5141,1,32,4
5141,2,23,4
5141,3,20,4
5141,4,32,4
5141,6,52,4
5141,30,23,4
5141,32,55,4
5141,35,72,4
5141,37,37,4
5141,38,37,4
5141,59,25,4
5141,60,15,4
5141,62,15,4
5141,76,27,4
5141,79,27,4
5143,13,29,4
5143,22,46,4
5143,23,53,4
5143,24,83,4
5143,25,228,4
5143,26,29,4
5143,28,61,4
5143,29,61,4
5143,30,61,4
5143,31,61,4
5143,34,63,4
5143,40,36,4
5143,42,63,4
5143,50,29,4
5143,51,41,4
5143,59,91,4
5143,60,77,4
5143,62,43,4
5143,65,39,4
5143,68,19,4
5143,69,19,4
5143,75,21,4
5143,76,21,4
5144,6,51,4
5144,8,55,4
5144,10,51,4
5144,11,55,4
5144,24,53,4
5144,26,53,4
5144,33,51,4
5144,35,54,4
5144,36,55,4
5144,37,51,4
5144,38,36,4
5144,45,55,4
5144,64,17,4
5144,69,22,4
5144,74,18,4
5144,78,22,4
5144,80,18,4
5147,55,48,4
5147,65,25,4
5147,66,25,4
5147,84,27,4
5147,86,27,4
5148,7,17,4
5148,8,9,4
5148,9,9,4
5148,11,17,4
5148,26,24,4
5148,29,37,4
5148,31,37,4
5148,38,26,4
5148,42,53,4
5148,44,53,4
5148,56,22,4
5148,57,22,4
5148,58,24,4
5148,62,17,4
5148,64,45,4
5148,65,9,4
5148,67,29,4
5149,23,127,4
5149,30,38,4
5149,31,49,4
5149,32,49,4
5149,35,84,4
5149,49,43,4
5149,50,35,4
5149,54,43,4
5150,1,58,4
5150,8,73,4
5150,28,73,4
5150,29,73,4
5150,32,11,4
5150,33,58,4
5150,35,47,4
5150,38,198,4
5150,57,48,4
5150,61,48,4
5151,19,92,4
5151,24,100,4
5151,25,92,4
5151,26,49,4
5151,27,100,4
5151,28,49,4
5151,49,92,4
5151,50,48,4
5151,51,71,4
5151,55,32,4
5151,56,29,4
5151,57,29,4
5151,59,36,4
5151,65,39,4
5154,1,101,4
5154,3,18,4
5154,4,18,4
5154,6,81,4
5154,8,81,4
5154,20,36,4
5154,27,28,4
5154,30,81,4
5154,32,99,4
5154,34,48,4
5154,36,63,4
5154,37,18,4
5154,42,18,4
5154,50,77,4
5154,51,36,4
5154,53,77,4
5154,63,36,4
5155,1,33,4
5155,23,22,4
5155,24,22,4
5155,27,50,4
5155,34,53,4
5155,35,33,4
5155,37,86,4
5155,59,22,4
5155,62,14,4
5155,67,38,4
5155,73,24,4
5157,10,41,4
5157,12,41,4
5157,28,32,4
5157,33,32,4
5157,34,64,4
5157,40,41,4
5157,41,41,4
5157,50,36,4
5157,53,36,4
5157,56,28,4
5157,60,19,4
5157,61,22,4
5157,62,43,4
5157,64,22,4
5157,65,11,4
5157,66,11,4
5157,93,19,4
5158,1,29,4
5158,4,29,4
5158,5,67,4
5158,7,67,4
5158,15,51,4
5158,18,51,4
5158,27,69,4
5158,32,29,4
5158,36,29,4
5158,38,134,4
5158,44,42,4
5158,50,51,4
5158,51,51,4
5158,53,12,4
5158,54,12,4
5158,55,48,4
5158,67,17,4
5158,70,25,4
5158,71,25,4
5158,72,17,4
5159,10,19,4
5159,24,97,4
5159,29,69,4
5159,30,53,4
5159,55,13,4
5159,59,15,4
5159,64,24,4
5159,70,17,4
5159,71,15,4
5161,11,43,4
5161,13,43,4
5161,18,170,4
5161,25,29,4
5161,29,98,4
5161,33,38,4
5161,38,43,4
5161,43,170,4
5161,46,213,4
5161,47,43,4
5161,49,43,4
5161,50,24,4
5161,55,29,4
5162,48,49,4
5162,50,49,4
5162,57,32,4
5162,58,32,4
5162,59,32,4
5162,62,32,4
5163,30,25,4
5163,31,23,4
5163,32,23,4
5163,34,99,4
5163,65,26,4
5163,66,20,4
5163,67,23,4
5163,69,23,4
5163,73,20,4
5164,6,40,4
5164,8,80,4
5164,10,42,4
5164,13,38,4
5164,17,42,4
5164,21,38,4
5164,23,38,4
5164,24,101,4
5164,25,23,4
5164,27,23,4
5164,28,23,4
5164,30,61,4
5164,32,89,4
5164,36,66,4
5164,37,26,4
5164,39,54,4
5164,43,59,4
5164,47,42,4
5164,49,38,4
5164,50,71,4
5164,51,38,4
5164,52,84,4
5164,57,44,4
5164,62,40,4
5164,64,91,4
5164,66,101,4
5164,67,66,4
5165,22,111,4
5165,23,163,4
5165,25,111,4
5165,26,163,4
5165,29,85,4
5165,33,99,4
5165,34,99,4
5165,49,55,4
5165,50,42,4
5165,53,42,4
5165,58,29,4
5165,60,29,4
5166,26,105,4
5166,28,51,4
5166,31,48,4
5166,34,48,4
5166,37,33,4
5166,38,33,4
5166,45,5,4
5166,48,39,4
5166,49,6,4
5166,57,44,4
5166,59,6,4
5166,62,38,4
5166,63,50,4
5166,64,49,4
5166,66,38,4
5166,79,6,4
5166,83,55,4
5167,21,114,4
5167,22,114,4
5167,28,24,4
5167,31,33,4
5167,33,24,4
5167,34,33,4
5167,63,25,4
5167,68,20,4
5167,71,20,4
5168,25,39,4
5168,26,59,4
5168,29,39,4
5168,31,34,4
5168,48,32,4
5168,54,32,4
5170,26,32,4
5170,29,64,4
5170,32,32,4
5170,41,22,4
5170,42,22,4
5170,50,42,4
5170,65,15,4
5170,72,15,4
5171,28,50,4
5171,30,50,4
5171,35,29,4
5171,39,46,4
5171,51,27,4
5171,53,24,4
5171,63,24,4
5171,78,15,4
5171,88,15,4
5172,0,48,4
5172,22,39,4
5172,24,39,4
5172,28,45,4
5172,30,45,4
5172,31,48,4
5172,35,67,4
5172,36,48,4
5172,38,67,4
5172,60,58,4
5172,63,9,4
5172,66,9,4
5173,67,34,4
5174,28,62,4
5174,30,70,4
5174,31,24,4
5174,34,18,4
5174,35,17,4
5174,52,22,4
5174,55,47,4
5174,58,23,4
5174,61,32,4
5174,63,32,4
5175,10,37,4
5175,13,37,4
5175,21,244,4
5175,22,70,4
5175,26,21,4
5175,42,37,4
5175,43,37,4
5175,50,40,4
5175,53,40,4
5175,54,42,4
5175,58,20,4
5175,60,20,4
5175,67,22,4
5175,68,25,4
5175,69,22,4
5175,75,25,4
5176,28,39,4
5176,32,39,4
5177,1,12,4
5177,2,12,4
5177,3,12,4
5177,6,12,4
5177,7,12,4
5177,9,12,4
5177,22,55,4
5177,24,128,4
5177,27,102,4
5177,36,12,4
5177,38,12,4
5177,52,55,4
5177,55,53,4
5177,59,102,4
5177,60,55,4
5177,71,14,4
5177,72,20,4
5177,73,14,4
5178,10,59,4
5178,17,59,4
5178,47,59,4
5178,48,59,4
5178,60,23,4
5178,62,20,4
5178,64,23,4
5178,81,16,4
5179,26,76,4
5179,40,31,4
5179,41,17,4
5179,45,17,4
5179,51,26,4
5179,52,40,4
5179,55,23,4
5179,62,31,4
5179,70,26,4
5180,1,24,4
5180,3,38,4
5180,5,67,4
5180,6,45,4
5180,8,45,4
5180,10,38,4
5180,14,31,4
5180,16,31,4
5180,26,24,4
5180,29,44,4
5180,30,48,4
5180,32,44,4
5180,36,24,4
5180,37,27,4
5180,38,75,4
5180,39,140,4
5180,41,59,4
5180,42,22,4
5180,45,31,4
5180,51,42,4
5181,2,66,4
5181,28,66,4
5181,31,66,4
5181,40,17,4
5181,41,22,4
5181,46,17,4
5181,60,48,4
5181,70,22,4
5181,74,22,4
5182,1,21,4
5182,10,53,4
5182,30,30,4
5182,32,50,4
5182,33,21,4
5182,35,53,4
5182,45,53,4
5182,47,53,4
5182,48,132,4
5182,51,80,4
5182,58,53,4
5182,60,18,4
5182,79,28,4
5182,81,28,4
5183,2,65,4
5183,25,46,4
5183,26,88,4
5183,30,46,4
5183,34,65,4
5183,44,65,4
5183,49,31,4
5183,50,31,4
5183,51,88,4
5183,53,88,4
5183,68,23,4
5186,22,31,4
5186,28,48,4
5186,33,31,4
5186,34,31,4
5186,37,8,4
5186,46,8,4
5186,55,42,4
5187,32,41,4
5187,35,25,4
5187,38,25,4
5187,39,71,4
5187,43,57,4
5187,55,49,4
5187,67,47,4
5187,68,23,4
5187,69,73,4
5187,70,108,4
5187,71,47,4
5187,75,77,4
5188,25,49,4
5188,29,23,4
5188,61,49,4
5188,62,49,4
5188,76,11,4
5190,36,67,4
5191,31,33,4
5191,65,50,4
5191,67,33,4
5191,71,17,4
5191,72,21,4
5191,73,34,4
5191,75,13,4
5191,83,13,4
5192,9,15,4
5192,11,15,4
5192,29,33,4
5192,32,33,4
5192,43,15,4
5192,45,15,4
5192,70,13,4
5192,71,20,4
5192,73,13,4
5192,74,20,4
5192,77,13,4
5194,0,66,4
5194,3,45,4
5194,22,80,4
5194,28,66,4
5194,29,111,4
5194,33,45,4
5194,34,18,4
5194,39,18,4
5194,49,22,4
5194,55,135,4
5194,63,16,4
5195,29,39,4
5195,30,39,4
5195,31,65,4
5195,32,36,4
5195,40,20,4
5195,54,36,4
5196,31,47,4
5196,34,47,4
5196,60,26,4
5196,67,47,4
5196,69,20,4
5196,70,22,4
5196,75,24,4
5196,76,22,4
5197,37,21,4
5199,13,52,4
5199,15,52,4
5199,17,52,4
5199,27,27,4
5199,43,8,4
5199,44,8,4
5199,46,52,4
5199,50,52,4
5199,60,55,4
5200,1,20,4
5200,4,30,4
5200,5,21,4
5200,6,30,4
5200,8,31,4
5200,12,22,4
5200,13,22,4
5200,25,22,4
5200,28,14,4
5200,31,34,4
5200,35,54,4
5200,36,67,4
5200,39,21,4
5200,40,24,4
5200,41,31,4
5200,42,52,4
5200,43,30,4
5200,44,22,4
5200,47,65,4
5200,49,34,4
5200,52,29,4
5200,55,47,4
5200,57,41,4
5200,58,22,4
5200,62,24,4
5200,69,34,4
5200,76,18,4
5201,30,26,4
5201,31,26,4
5201,32,41,4
5201,38,8,4
5201,45,8,4
5202,0,61,4
5202,2,61,4
5202,19,140,4
5202,21,140,4
5202,23,279,4
5202,36,123,4
5202,40,22,4
5202,47,53,4
5202,48,22,4
5202,51,30,4
5202,52,56,4
5202,54,162,4
5202,61,19,4
5202,62,40,4
5202,63,63,4
5202,66,16,4
5202,70,22,4
5202,72,16,4
5202,80,12,4
5202,85,13,4
5202,86,13,4
5203,2,62,4
5203,4,26,4
5203,5,40,4
5203,7,76,4
5203,9,36,4
5203,15,27,4
5203,17,27,4
5203,24,46,4
5203,27,20,4
5203,28,46,4
5203,29,60,4
5203,32,81,4
5203,37,26,4
5203,39,84,4
5203,40,63,4
5203,54,28,4
5203,58,28,4
5203,64,15,4
5203,68,15,4
5203,77,22,4
5203,87,41,4
5204,6,8,4
5204,25,11,4
5204,29,11,4
5204,30,11,4
5204,32,11,4
5204,36,8,4
5204,37,17,4
5204,47,54,4
5205,21,56,4
5205,25,56,4
5205,27,38,4
5205,52,76,4
5205,53,38,4
5205,55,56,4
5205,56,38,4
5205,60,19,4
5205,61,40,4
5205,66,32,4
5205,70,69,4
5205,71,34,4
5205,72,30,4
5205,73,34,4
5205,74,42,4
5205,75,15,4
5205,81,27,4
5205,83,27,4
5205,87,30,4
5206,31,24,4
5206,35,24,4
5206,53,43,4
5206,60,43,4
5207,28,35,4
5207,33,35,4
5207,40,43,4
5207,47,25,4
5207,50,38,4
5207,57,62,4
5207,62,22,4
5207,63,35,4
5207,65,34,4
5207,66,35,4
5207,68,17,4
5207,70,17,4
5207,75,13,4
5207,76,13,4
5208,1,18,4
5208,2,18,4
5208,10,45,4
5208,13,45,4
5208,15,163,4
5208,16,21,4
5208,20,163,4
5208,24,7,4
5208,27,29,4
5208,36,54,4
5208,37,39,4
5208,44,63,4
5208,45,163,4
5208,46,29,4
5208,47,163,4
5208,48,49,4
5208,49,76,4
5208,52,49,4
5208,62,45,4
5208,65,21,4
5208,73,38,4
5212,1,14,4
5212,5,63,4
5212,8,63,4
5212,14,63,4
5212,22,32,4
5212,28,14,4
5212,29,14,4
5212,31,28,4
5212,32,20,4
5212,33,44,4
5212,34,48,4
5212,41,80,4
5212,43,63,4
5212,44,14,4
5212,52,32,4
5212,55,13,4
5212,58,64,4
5212,59,32,4
5212,60,64,4
5212,63,51,4
5212,65,13,4
5212,66,11,4
5212,70,27,4
5213,52,30,4
5213,54,30,4
5213,76,30,4
5214,50,18,4
5214,52,18,4
5215,58,23,4
5215,62,23,4
5216,1,18,4
5216,3,5,4
5216,4,30,4
5216,6,30,4
5216,8,18,4
5216,11,71,4
5216,13,71,4
5216,17,33,4
5216,19,33,4
5216,32,12,4
5216,36,18,4
5216,41,83,4
5216,42,10,4
5216,43,71,4
5216,44,18,4
5216,47,33,4
5216,50,33,4
5216,56,57,4
5216,57,56,4
5216,58,56,4
5216,61,19,4
5216,65,14,4
5216,66,14,4
5216,67,71,4
5216,71,71,4
5219,20,44,4
5219,24,44,4
5219,49,44,4
5219,50,44,4
5219,61,19,4
5219,63,19,4
5219,66,15,4
5219,67,15,4
5219,69,57,4
5219,70,15,4
5219,73,15,4
5219,74,15,4
5219,75,35,4
5223,12,156,4
5223,15,53,4
5223,17,51,4
5223,44,51,4
5223,45,51,4
5223,48,53,4
5223,52,53,4
5223,56,12,4
5223,58,12,4
5224,1,7,4
5224,4,7,4
5224,14,10,4
5224,38,15,4
5224,39,7,4
5224,41,7,4
5224,48,10,4
5224,49,18,4
5224,50,18,4
5224,55,19,4
5224,57,50,4
5224,61,20,4
5224,64,19,4
5224,65,15,4
5224,66,20,4
5224,67,15,4
5224,73,10,4
5224,76,10,4
5225,34,94,4
5225,52,129,4
5225,65,15,4
5225,69,44,4
5225,74,13,4
5225,75,13,4
5225,78,12,4
5225,80,12,4
5226,11,28,4
5226,15,28,4
5226,30,26,4
5226,43,55,4
5226,58,12,4
5226,60,64,4
5226,61,12,4
5226,63,12,4
5226,64,27,4
5226,74,16,4
5226,76,18,4
5226,78,10,4
5226,79,8,4
5229,3,88,4
5229,4,28,4
5229,8,115,4
5229,10,88,4
5229,36,88,4
5229,38,88,4
5229,43,28,4
5229,45,28,4
5229,50,14,4
5229,60,28,4
5229,86,14,4
5230,1,43,4
5230,2,19,4
5230,3,43,4
5230,5,48,4
5230,6,29,4
5230,21,26,4
5230,24,32,4
5230,27,40,4
5230,28,40,4
5230,30,40,4
5230,32,69,4
5230,33,19,4
5230,34,43,4
5230,35,21,4
5230,36,91,4
5230,40,13,4
5230,43,29,4
5230,45,21,4
5230,59,15,4
5230,60,85,4
5230,61,32,4
5230,62,16,4
5230,63,26,4
5230,64,16,4
5230,65,16,4
5230,67,16,4
5230,69,17,4
5230,82,17,4
5230,87,13,4
5231,3,19,4
5231,5,19,4
5231,6,82,4
5231,9,82,4
5231,16,82,4
5231,24,71,4
5231,26,71,4
5231,34,82,4
5231,35,82,4
5231,38,38,4
5231,40,38,4
5231,55,25,4
5231,58,29,4
5231,59,86,4
5231,61,15,4
5231,63,15,4
5231,64,15,4
5231,68,35,4
5231,69,15,4
5231,70,15,4
5231,72,28,4
5231,77,14,4
5231,79,20,4
5231,81,20,4
5232,4,19,4
5232,6,19,4
5232,26,38,4
5232,27,67,4
5232,30,30,4
5232,33,19,4
5232,42,8,4
5232,54,47,4
5232,59,38,4
5232,60,13,4
5232,62,14,4
5232,63,24,4
5232,68,14,4
5232,72,14,4
5232,75,9,4
5232,78,19,4
5232,81,19,4
5232,90,13,4
5233,33,31,4
5233,60,14,4
5233,63,14,4
5233,75,25,4
5235,4,42,4
5235,12,42,4
5235,14,42,4
5235,38,42,4
5235,45,42,4
5236,13,77,4
5236,16,77,4
5236,17,77,4
5236,44,77,4
5236,49,77,4
5236,59,20,4
5236,63,23,4
5236,66,23,4
5237,3,34,4
5237,30,19,4
5237,31,28,4
5237,33,22,4
5237,34,68,4
5237,35,22,4
5237,43,22,4
5237,47,19,4
5237,55,47,4
5237,57,66,4
5237,58,29,4
5237,69,15,4
5238,2,75,4
5238,8,57,4
5238,9,65,4
5238,11,65,4
5238,12,18,4
5238,15,18,4
5238,21,33,4
5238,26,33,4
5238,35,57,4
5238,40,57,4
5238,44,18,4
5238,46,65,4
5238,48,21,4
5238,49,21,4
5238,50,18,4
5238,52,33,4
5238,54,33,4
5238,58,13,4
5238,59,13,4
5238,66,19,4
5238,73,12,4
5238,79,12,4
5239,9,154,4
5239,26,75,4
5239,47,154,4
5239,51,154,4
5239,52,44,4
5239,53,33,4
5239,56,44,4
5239,57,24,4
5239,61,75,4
5239,67,23,4
5239,68,42,4
5239,87,19,4
5240,26,43,4
5240,60,51,4
5240,64,51,4
5240,67,35,4
5240,98,35,4
5241,1,56,4
5241,3,36,4
5241,4,30,4
5241,6,56,4
5241,8,36,4
5241,10,30,4
5241,12,36,4
5241,14,29,4
5241,15,29,4
5241,16,39,4
5241,17,36,4
5241,18,10,4
5241,30,30,4
