gta06_hhld,age,population,income
5159,61,13,2
5159,62,72,2
5159,67,17,2
5159,69,17,2
5159,72,17,2
5159,73,20,2
5159,74,20,2
5159,79,18,2
5159,86,17,2
5159,87,18,2
5161,8,114,2
5161,38,114,2
5161,42,114,2
5161,51,48,2
5161,55,32,2
5161,61,59,2
5161,66,28,2
5161,67,35,2
5161,71,35,2
5161,77,28,2
5161,83,28,2
5161,86,28,2
5162,21,132,2
5162,29,28,2
5162,33,28,2
5162,52,77,2
5162,58,132,2
5162,66,19,2
5162,77,15,2
5163,25,25,2
5163,58,48,2
5163,67,43,2
5163,68,38,2
5163,71,15,2
5163,72,17,2
5163,79,33,2
5163,86,18,2
5164,0,139,2
5164,2,139,2
5164,5,139,2
5164,6,139,2
5164,15,46,2
5164,22,39,2
5164,24,66,2
5164,25,54,2
5164,26,25,2
5164,30,54,2
5164,31,29,2
5164,35,50,2
5164,37,139,2
5164,39,139,2
5164,41,50,2
5164,47,39,2
5164,52,123,2
5164,55,48,2
5164,56,37,2
5164,61,37,2
5164,63,29,2
5164,65,27,2
5164,66,30,2
5164,67,14,2
5164,72,14,2
5164,73,75,2
5164,75,18,2
5165,25,43,2
5165,26,43,2
5165,56,87,2
5165,57,23,2
5165,58,38,2
5165,65,23,2
5165,66,23,2
5165,67,14,2
5165,68,23,2
5165,70,14,2
5165,86,14,2
5166,17,80,2
5166,18,29,2
5166,19,58,2
5166,20,58,2
5166,21,113,2
5166,22,94,2
5166,23,225,2
5166,24,57,2
5166,26,48,2
5166,47,40,2
5166,51,46,2
5166,54,89,2
5166,58,40,2
5166,60,54,2
5166,64,50,2
5166,66,52,2
5166,70,29,2
5166,71,45,2
5166,72,51,2
5166,76,57,2
5166,78,6,2
5166,80,37,2
5166,81,80,2
5166,86,6,2
5166,88,6,2
5167,26,29,2
5167,54,29,2
5167,60,46,2
5167,64,23,2
5167,70,17,2
5167,78,15,2
5168,12,89,2
5168,23,70,2
5168,24,141,2
5168,25,106,2
5168,27,25,2
5168,34,89,2
5168,50,71,2
5168,52,42,2
5168,57,42,2
5168,60,48,2
5168,68,17,2
5168,82,15,2
5168,86,15,2
5168,88,15,2
5168,92,33,2
5170,0,60,2
5170,2,60,2
5170,22,62,2
5170,29,74,2
5170,34,74,2
5170,35,121,2
5170,43,19,2
5170,56,25,2
5170,60,25,2
5170,63,17,2
5170,64,62,2
5170,65,37,2
5170,66,20,2
5170,67,134,2
5170,68,103,2
5170,71,132,2
5170,78,25,2
5170,79,50,2
5170,81,25,2
5170,82,25,2
5170,83,19,2
5170,86,25,2
5170,91,25,2
5170,92,11,2
5171,0,62,2
5171,25,25,2
5171,26,34,2
5171,27,23,2
5171,28,23,2
5171,29,96,2
5171,42,46,2
5171,46,41,2
5171,52,27,2
5171,53,27,2
5171,56,48,2
5171,61,48,2
5171,62,16,2
5171,67,26,2
5171,70,26,2
5171,72,17,2
5172,29,42,2
5172,33,103,2
5172,35,42,2
5172,36,18,2
5172,48,166,2
5172,54,103,2
5172,85,63,2
5173,47,53,2
5173,61,38,2
5173,74,34,2
5174,13,41,2
5174,16,41,2
5174,30,28,2
5174,31,24,2
5174,42,41,2
5174,44,41,2
5174,52,40,2
5174,62,17,2
5174,63,17,2
5174,69,14,2
5174,71,17,2
5174,77,14,2
5174,78,14,2
5175,12,34,2
5175,13,34,2
5175,19,79,2
5175,20,52,2
5175,22,135,2
5175,27,45,2
5175,43,69,2
5175,45,34,2
5175,46,34,2
5175,76,27,2
5175,90,49,2
5176,10,83,2
5176,21,62,2
5176,24,42,2
5176,34,42,2
5176,59,43,2
5176,61,22,2
5176,62,105,2
5176,63,42,2
5176,73,62,2
5177,5,46,2
5177,7,46,2
5177,10,46,2
5177,12,46,2
5177,34,46,2
5177,35,46,2
5177,52,17,2
5177,63,14,2
5177,65,14,2
5177,66,20,2
5177,68,20,2
5177,77,24,2
5178,65,21,2
5178,68,17,2
5178,70,17,2
5179,1,53,2
5179,23,89,2
5179,24,89,2
5179,25,52,2
5179,26,24,2
5179,29,33,2
5179,30,143,2
5179,31,53,2
5179,33,33,2
5179,36,53,2
5179,45,26,2
5179,65,26,2
5179,66,33,2
5179,68,17,2
5179,73,26,2
5179,79,15,2
5179,82,15,2
5180,0,27,2
5180,2,27,2
5180,33,27,2
5180,36,27,2
5180,39,49,2
5180,55,15,2
5180,57,28,2
5180,72,22,2
5180,83,27,2
5181,0,66,2
5181,2,149,2
5181,11,99,2
5181,12,60,2
5181,18,76,2
5181,19,99,2
5181,20,77,2
5181,21,149,2
5181,29,66,2
5181,30,66,2
5181,37,38,2
5181,39,60,2
5181,40,136,2
5181,41,33,2
5181,47,30,2
5181,49,71,2
5181,50,53,2
5181,51,99,2
5181,53,53,2
5181,54,44,2
5181,56,48,2
5181,59,44,2
5181,60,149,2
5181,63,48,2
5181,64,114,2
5181,65,30,2
5181,66,30,2
5181,67,11,2
5181,68,44,2
5181,69,14,2
5181,70,14,2
5181,71,14,2
5181,72,14,2
5181,74,14,2
5181,75,18,2
5181,78,36,2
5181,80,36,2
5181,81,36,2
5181,86,33,2
5181,91,18,2
5182,30,31,2
5182,37,31,2
5182,40,30,2
5182,57,53,2
5182,65,30,2
5182,67,30,2
5182,70,27,2
5182,72,20,2
5182,73,40,2
5183,4,55,2
5183,11,55,2
5183,14,55,2
5183,16,59,2
5183,39,55,2
5183,40,114,2
5183,63,29,2
5183,64,29,2
5183,67,14,2
5183,70,14,2
5186,3,93,2
5186,4,93,2
5186,10,27,2
5186,12,27,2
5186,19,27,2
5186,24,108,2
5186,27,93,2
5186,31,76,2
5186,32,21,2
5186,45,42,2
5186,46,93,2
5186,47,27,2
5186,49,27,2
5187,27,41,2
5187,38,20,2
5187,40,20,2
5187,41,57,2
5187,60,35,2
5187,66,42,2
5187,67,77,2
5187,71,84,2
5187,79,77,2
5187,80,54,2
5188,8,64,2
5188,23,64,2
5188,26,91,2
5188,42,64,2
5188,61,14,2
5188,65,19,2
5188,66,41,2
5188,72,8,2
5188,84,19,2
5188,86,14,2
5191,57,20,2
5191,65,36,2
5191,70,36,2
5191,77,34,2
5191,81,26,2
5192,25,33,2
5192,27,33,2
5192,42,45,2
5192,43,45,2
5192,50,22,2
5192,62,12,2
5192,65,17,2
5192,66,17,2
5192,83,15,2
5194,35,21,2
5194,59,21,2
5194,64,29,2
5194,69,29,2
5194,71,30,2
5194,73,13,2
5194,74,9,2
5194,83,9,2
5195,28,28,2
5195,43,34,2
5195,58,34,2
5195,70,23,2
5197,21,15,2
5197,51,15,2
5198,24,37,2
5198,25,37,2
5198,26,37,2
5198,53,37,2
5199,4,22,2
5199,6,22,2
5199,15,22,2
5199,45,22,2
5199,49,71,2
5199,50,65,2
5199,79,167,2
5200,5,40,2
5200,7,40,2
5200,12,15,2
5200,32,40,2
5200,34,40,2
5200,36,15,2
5200,58,17,2
5200,61,17,2
5200,63,13,2
5200,65,15,2
5200,66,15,2
5200,69,18,2
5200,71,18,2
5200,72,33,2
5200,73,90,2
5200,74,47,2
5200,79,41,2
5200,86,22,2
5200,94,41,2
5201,32,8,2
5201,52,10,2
5201,59,10,2
5201,65,8,2
5202,8,26,2
5202,10,26,2
5202,30,41,2
5202,41,26,2
5202,60,41,2
5203,11,14,2
5203,25,35,2
5203,35,14,2
5203,39,24,2
5203,42,14,2
5203,57,22,2
5203,58,13,2
5203,66,18,2
5203,87,22,2
5204,7,17,2
5204,14,17,2
5204,23,90,2
5204,25,12,2
5204,27,90,2
5204,32,29,2
5204,33,65,2
5204,40,17,2
5204,45,17,2
5204,50,12,2
5204,58,35,2
5204,60,90,2
5204,62,29,2
5204,68,90,2
5205,45,44,2
5205,56,28,2
5205,63,16,2
5205,65,16,2
5205,69,69,2
5205,78,33,2
5205,79,27,2
5205,84,25,2
5205,87,27,2
5205,90,33,2
5205,91,15,2
5206,22,163,2
5206,26,60,2
5206,28,20,2
5206,31,56,2
5206,56,40,2
5206,59,40,2
5206,60,32,2
5206,63,17,2
5206,69,15,2
5206,75,16,2
5206,80,16,2
5207,47,26,2
5207,49,44,2
5207,52,26,2
5207,59,23,2
5207,62,23,2
5207,65,34,2
5207,67,62,2
5207,72,32,2
5207,73,34,2
5207,75,52,2
5207,76,27,2
5207,77,27,2
5207,80,55,2
5207,81,27,2
5207,83,33,2
5208,8,20,2
5208,13,50,2
5208,32,22,2
5208,43,20,2
5208,49,60,2
5208,50,53,2
5208,53,50,2
5208,57,60,2
5208,61,18,2
5208,65,87,2
5208,67,19,2
5208,70,18,2
5208,75,29,2
5208,78,19,2
5208,80,60,2
5208,81,29,2
5208,82,34,2
5210,27,23,2
5210,42,24,2
5210,66,24,2
5210,71,23,2
5212,2,26,2
5212,32,15,2
5212,41,25,2
5212,43,11,2
5212,59,17,2
5212,60,23,2
5212,62,23,2
5212,75,13,2
5215,79,13,2
5215,81,13,2
5216,49,16,2
5216,50,61,2
5216,62,50,2
5216,69,20,2
5216,70,45,2
5219,59,19,2
5219,66,15,2
5219,68,15,2
5219,73,20,2
5219,78,19,2
5219,81,12,2
5219,82,25,2
5219,83,12,2
5223,61,14,2
5223,64,12,2
5223,65,14,2
5223,70,14,2
5223,74,25,2
5223,76,8,2
5223,80,13,2
5223,90,14,2
5225,0,14,2
5225,2,14,2
5225,34,14,2
5225,44,14,2
5225,82,22,2
5226,78,10,2
5226,82,10,2
5227,68,9,2
5227,72,9,2
5227,81,8,2
5228,48,16,2
5228,72,16,2
5228,74,10,2
5228,79,10,2
5228,80,23,2
5229,63,49,2
5230,81,27,2
5231,20,46,2
5231,47,22,2
5231,56,46,2
5231,68,17,2
5231,71,22,2
5231,80,22,2
5231,82,14,2
5231,88,23,2
5232,58,13,2
5232,64,15,2
5232,65,20,2
5232,70,21,2
5232,73,15,2
5232,75,24,2
5232,79,21,2
5233,67,19,2
5233,71,16,2
5233,81,14,2
5233,85,21,2
5237,54,20,2
5237,56,20,2
5237,65,15,2
5237,69,23,2
5237,70,19,2
5237,73,19,2
5237,78,17,2
5237,87,17,2
5238,13,20,2
5238,44,20,2
5238,50,20,2
5238,57,20,2
5238,61,15,2
5238,62,20,2
5238,64,22,2
5238,66,20,2
5238,67,20,2
5238,68,22,2
5238,72,53,2
5238,76,53,2
5239,23,56,2
5239,24,43,2
5239,26,43,2
5239,47,27,2
5239,55,56,2
5239,57,56,2
5239,59,100,2
5239,69,53,2
5239,70,23,2
5239,71,19,2
5239,76,33,2
5239,80,15,2
5239,81,27,2
5239,82,15,2
5239,84,50,2
5239,86,32,2
5240,31,17,2
5240,67,7,2
5240,70,9,2
5240,72,17,2
5240,76,17,2
5241,0,71,2
5241,2,71,2
5241,4,104,2
5241,6,178,2
5241,8,64,2
5241,9,116,2
5241,10,74,2
5241,12,74,2
5241,13,96,2
5241,14,41,2
5241,15,55,2
5241,21,41,2
5241,24,71,2
5241,25,71,2
5241,26,62,2
5241,31,20,2
5241,34,33,2
5241,36,74,2
5241,40,55,2
5241,43,126,2
5241,45,120,2
5241,46,74,2
5241,47,23,2
5241,48,36,2
5241,50,17,2
5241,56,33,2
5241,60,33,2
5241,65,47,2
5241,66,62,2
5241,67,69,2
5241,68,24,2
5241,69,11,2
5241,73,68,2
5241,75,92,2
5241,76,16,2
5241,77,23,2
5241,78,17,2
5241,87,37,2
5243,68,15,2
5243,78,15,2
5245,12,39,2
5245,14,39,2
5245,44,39,2
5245,45,39,2
5246,70,19,2
5246,73,19,2
5247,34,29,2
5247,40,29,2
5248,22,32,2
5248,23,39,2
5248,46,32,2
5248,53,14,2
5248,59,39,2
5248,77,37,2
5248,78,19,2
5248,93,14,2
5249,85,22,2
5252,50,22,2
5252,83,69,2
5252,84,26,2
5252,85,34,2
5002,19,80,3
5002,49,80,3
5002,64,41,3
5002,65,41,3
5002,70,30,3
5002,72,56,3
5002,74,20,3
5002,78,14,3
5005,4,73,3
5005,6,47,3
5005,7,73,3
5005,16,47,3
5005,21,137,3
5005,37,73,3
5005,39,47,3
5005,40,120,3
5005,53,137,3
5005,54,36,3
5005,55,36,3
5005,58,47,3
5007,1,124,3
5007,5,124,3
5007,34,124,3
5007,40,124,3
5007,82,10,3
5007,84,10,3
5008,4,48,3
5008,15,48,3
5008,17,48,3
5008,52,48,3
5008,54,48,3
5009,34,9,3
5009,59,40,3
5009,60,47,3
5009,61,47,3
5012,56,20,3
5012,57,20,3
5012,67,20,3
5012,69,20,3
5012,80,8,3
5012,81,8,3
5012,87,7,3
5014,54,32,3
5014,75,16,3
5016,63,68,3
5016,64,39,3
5016,67,39,3
5028,4,38,3
5028,8,38,3
5028,14,38,3
5028,52,34,3
5028,56,38,3
5028,63,38,3
5032,3,26,3
5032,6,26,3
5032,21,28,3
5032,28,38,3
5032,32,38,3
5032,42,26,3
5032,47,26,3
5032,52,40,3
5032,59,19,3
5032,61,19,3
5032,72,28,3
5032,73,33,3
5032,75,40,3
5032,77,33,3
5036,58,41,3
5036,62,41,3
5036,70,23,3
5036,72,23,3
5037,70,7,3
5040,72,26,3
5040,75,26,3
5041,15,22,3
5041,18,30,3
5041,23,21,3
5041,24,91,3
5041,39,43,3
5041,48,22,3
5041,55,21,3
5041,56,21,3
5041,57,21,3
5041,60,73,3
5041,61,33,3
5041,62,43,3
5041,63,23,3
5041,65,41,3
5041,69,59,3
5041,71,33,3
5041,72,23,3
5041,73,23,3
5041,74,18,3
5041,77,54,3
5041,78,28,3
5041,80,28,3
5041,88,54,3
5045,39,69,3
5045,71,10,3
5045,75,10,3
5046,8,51,3
5046,11,51,3
5046,18,34,3
5046,20,34,3
5046,32,38,3
5046,40,51,3
5046,50,34,3
5046,51,20,3
5046,56,38,3
5046,57,59,3
5046,59,20,3
5046,60,60,3
5046,61,34,3
5046,65,31,3
5046,66,61,3
5046,67,36,3
5046,69,16,3
5046,73,22,3
5046,74,16,3
5046,83,20,3
5046,94,34,3
5047,57,17,3
5047,60,29,3
5047,63,17,3
5047,65,31,3
5047,66,66,3
5047,68,55,3
5047,69,14,3
5047,70,39,3
5047,71,64,3
5047,73,83,3
5047,75,40,3
5047,76,7,3
5047,77,22,3
5047,78,7,3
5047,79,22,3
5047,80,18,3
5047,81,27,3
5047,82,37,3
5047,83,33,3
5047,84,7,3
5047,85,7,3
5047,86,7,3
5047,87,14,3
5048,85,16,3
5048,87,16,3
5049,79,16,3
5049,88,16,3
5050,22,35,3
5050,28,35,3
5050,43,23,3
5050,52,35,3
5050,54,35,3
5050,64,59,3
5050,65,9,3
5050,67,9,3
5050,68,23,3
5050,69,23,3
5051,24,58,3
5051,47,58,3
5051,75,12,3
5051,76,12,3
5052,53,22,3
5052,64,22,3
5052,65,26,3
5053,15,39,3
5053,17,39,3
5053,18,39,3
5053,41,15,3
5053,44,39,3
5053,49,19,3
5053,52,19,3
5053,54,8,3
5053,64,34,3
5053,65,11,3
5053,66,40,3
5053,68,8,3
5053,69,16,3
5053,70,32,3
5056,10,45,3
5056,14,32,3
5056,24,45,3
5056,26,32,3
5056,50,45,3
5056,54,77,3
5056,58,32,3
5056,73,26,3
5056,74,26,3
5056,76,32,3
5056,80,32,3
5057,10,92,3
5057,14,92,3
5057,19,48,3
5057,21,48,3
5057,40,113,3
5057,42,36,3
5057,47,128,3
5057,49,48,3
5057,63,36,3
5057,67,36,3
5058,64,19,3
5058,65,19,3
5058,71,21,3
5058,73,21,3
5058,74,15,3
5058,76,61,3
5058,78,31,3
5058,80,30,3
5058,81,31,3
5058,82,42,3
5058,86,20,3
5058,87,16,3
5058,88,40,3
5058,93,20,3
5059,5,74,3
5059,16,74,3
5059,19,48,3
5059,22,48,3
5059,48,74,3
5059,49,74,3
5059,54,24,3
5059,63,31,3
5059,66,30,3
5059,68,60,3
5059,69,48,3
5059,70,19,3
5059,79,38,3
5059,90,46,3
5060,23,51,3
5060,36,41,3
5060,38,41,3
5060,51,51,3
5060,69,20,3
5060,70,20,3
5060,75,14,3
5061,21,55,3
5061,23,55,3
5061,48,22,3
5061,49,55,3
5061,53,55,3
5061,54,22,3
5061,56,22,3
5061,57,30,3
5061,59,30,3
5061,60,26,3
5061,66,26,3
5061,67,17,3
5061,68,17,3
5061,70,19,3
5061,71,22,3
5061,73,17,3
5061,74,51,3
5061,75,19,3
5061,89,20,3
5063,5,57,3
5063,8,57,3
5063,13,43,3
5063,29,34,3
5063,36,34,3
5063,40,114,3
5063,43,43,3
5063,55,34,3
5063,58,34,3
5065,6,36,3
5065,8,36,3
5065,10,71,3
5065,12,36,3
5065,14,36,3
5065,39,36,3
5065,41,36,3
5065,43,36,3
5065,44,36,3
5065,67,43,3
5065,69,40,3
5065,70,24,3
5065,75,17,3
5065,78,19,3
5066,3,59,3
5066,4,68,3
5066,8,59,3
5066,12,59,3
5066,21,55,3
5066,34,136,3
5066,36,72,3
5066,37,72,3
5066,45,59,3
5066,48,84,3
5066,54,33,3
5066,57,72,3
5066,60,87,3
5066,65,55,3
5066,66,19,3
5066,67,55,3
5066,74,33,3
5066,82,25,3
5068,5,41,3
5068,8,41,3
5068,19,77,3
5068,24,23,3
5068,26,23,3
5068,34,41,3
5068,54,77,3
5068,57,77,3
5068,60,23,3
5068,65,40,3
5068,66,26,3
5068,67,26,3
5068,71,26,3
5068,72,53,3
5068,74,33,3
5068,80,28,3
5068,84,77,3
5068,89,77,3
5069,8,68,3
5069,10,68,3
5069,19,68,3
5069,20,56,3
5069,22,112,3
5069,23,68,3
5069,26,56,3
5069,30,56,3
5069,43,68,3
5069,45,56,3
5069,46,56,3
5069,47,68,3
5069,53,56,3
5069,54,56,3
5069,70,37,3
5069,75,37,3
5071,4,115,3
5071,7,115,3
5071,8,115,3
5071,38,115,3
5071,39,37,3
5071,40,115,3
5071,60,115,3
5071,63,137,3
5071,65,15,3
5071,66,14,3
5071,68,36,3
5071,73,37,3
5071,86,15,3
5072,58,55,3
5072,62,55,3
5072,67,17,3
5072,69,17,3
5072,75,12,3
5072,76,12,3
5073,32,36,3
5073,60,36,3
5073,66,54,3
5073,67,90,3
5073,94,18,3
5074,18,69,3
5074,40,53,3
5074,50,37,3
5074,63,33,3
5074,69,33,3
5074,86,37,3
5075,1,65,3
5075,4,65,3
5075,7,58,3
5075,13,78,3
5075,18,21,3
5075,20,39,3
5075,31,65,3
5075,33,65,3
5075,46,94,3
5075,48,78,3
5075,49,21,3
5075,55,29,3
5075,57,37,3
5075,64,65,3
5075,65,39,3
5075,67,65,3
5075,70,37,3
5075,72,37,3
5076,16,35,3
5076,19,35,3
5076,42,35,3
5076,64,32,3
5076,70,14,3
5076,72,28,3
5076,73,14,3
5078,78,16,3
5078,80,26,3
5079,69,44,3
5079,71,44,3
5080,9,10,3
5080,11,111,3
5080,41,55,3
5080,43,55,3
5080,45,10,3
5080,47,10,3
5080,79,33,3
5081,25,16,3
5081,33,16,3
5081,54,16,3
5081,63,16,3
5081,64,16,3
5081,69,34,3
5081,71,15,3
5081,74,16,3
5081,81,15,3
5082,2,98,3
5082,4,98,3
5082,17,91,3
5082,21,91,3
5082,28,86,3
5082,29,148,3
5082,30,98,3
5082,52,91,3
5082,58,29,3
5082,64,72,3
5082,66,54,3
5082,72,98,3
5082,79,34,3
5082,81,34,3
5084,7,70,3
5084,8,35,3
5084,9,35,3
5084,10,48,3
5084,13,70,3
5084,15,22,3
5084,30,34,3
5084,33,34,3
5084,38,48,3
5084,41,70,3
5084,47,22,3
5084,49,35,3
5084,54,17,3
5084,55,35,3
5084,57,27,3
5084,59,17,3
5084,62,29,3
5084,65,17,3
5084,66,27,3
5084,70,18,3
5084,73,22,3
5084,76,18,3
5086,4,50,3
5086,19,27,3
5086,22,37,3
5086,25,50,3
5086,29,50,3
5086,40,27,3
5086,49,19,3
5086,51,17,3
5086,52,9,3
5086,54,17,3
5086,56,37,3
5086,57,37,3
5086,63,27,3
5086,66,27,3
5086,73,13,3
5086,76,13,3
5086,77,9,3
5086,83,9,3
5087,84,34,3
5087,86,34,3
5088,61,27,3
5088,84,27,3
5089,10,83,3
5089,15,83,3
5089,16,83,3
5089,30,111,3
5089,32,66,3
5089,43,83,3
5089,44,83,3
5089,49,47,3
5089,50,30,3
5089,58,32,3
5089,60,61,3
5089,63,33,3
5089,67,33,3
5089,68,134,3
5089,74,31,3
5089,79,31,3
5089,80,30,3
5089,84,30,3
5089,87,16,3
5090,15,15,3
5090,26,20,3
5090,28,37,3
5090,30,29,3
5090,44,15,3
5090,47,15,3
5090,58,37,3
5090,63,20,3
5090,65,20,3
5090,67,29,3
5091,14,29,3
5091,15,29,3
5091,38,57,3
5091,39,57,3
5091,56,63,3
5091,67,26,3
5091,68,26,3
5092,0,33,3
5092,2,33,3
5092,3,37,3
5092,10,37,3
5092,20,57,3
5092,23,57,3
5092,34,66,3
5092,36,37,3
5092,42,37,3
5092,56,57,3
5092,66,33,3
5092,68,33,3
5092,78,23,3
5092,83,23,3
5093,8,104,3
5093,24,33,3
5093,36,33,3
5093,45,104,3
5093,48,104,3
5093,62,66,3
5094,13,77,3
5094,18,77,3
5094,22,77,3
5094,48,77,3
5094,51,77,3
5094,68,23,3
5094,71,65,3
5094,75,39,3
5094,77,34,3
5094,79,55,3
5094,84,15,3
5094,88,26,3
5094,92,12,3
5095,15,38,3
5095,17,38,3
5095,20,24,3
5095,24,62,3
5095,30,26,3
5095,39,46,3
5095,47,38,3
5095,50,24,3
5095,51,62,3
5095,54,62,3
5095,57,38,3
5095,63,25,3
5095,64,51,3
5095,65,25,3
5095,71,16,3
5095,72,40,3
5095,74,14,3
5095,77,44,3
5095,81,24,3
5096,51,18,3
5096,67,25,3
5096,68,22,3
5096,69,29,3
5096,73,22,3
5096,79,16,3
5096,80,16,3
5096,85,39,3
5096,90,50,3
5097,13,91,3
5097,15,91,3
5097,47,181,3
5097,53,70,3
5097,65,44,3
5097,72,33,3
5097,73,33,3
5097,77,23,3
5097,78,23,3
5098,60,23,3
5098,72,52,3
5098,77,26,3
5099,28,77,3
5099,56,23,3
5099,60,23,3
5099,66,77,3
5099,79,17,3
5099,82,25,3
5099,84,17,3
5099,86,25,3
5100,21,29,3
5100,53,29,3
5100,55,29,3
5100,66,23,3
5100,78,17,3
5100,80,17,3
5101,15,82,3
5101,17,82,3
5101,26,28,3
5101,45,82,3
5101,52,82,3
5101,55,48,3
5101,62,139,3
5101,64,25,3
5101,65,25,3
5101,70,7,3
5102,1,44,3
5102,3,44,3
5102,29,39,3
5102,30,39,3
5102,33,44,3
5102,45,69,3
5102,59,23,3
5102,68,16,3
5102,74,70,3
5102,85,18,3
5103,82,12,3
5103,83,12,3
5104,2,8,3
5104,29,23,3
5104,38,22,3
5104,40,26,3
5104,41,8,3
5104,43,26,3
5104,48,8,3
5104,57,12,3
5104,68,68,3
5104,69,17,3
5104,70,36,3
5104,72,23,3
5104,73,19,3
5104,74,19,3
5104,76,61,3
5104,77,26,3
5104,79,19,3
5104,85,19,3
5104,86,24,3
5104,94,35,3
5105,51,16,3
5105,62,21,3
5105,67,19,3
5105,69,21,3
5106,1,93,3
5106,16,29,3
5106,18,25,3
5106,19,29,3
5106,20,47,3
5106,26,50,3
5106,32,86,3
5106,35,50,3
5106,45,58,3
5106,48,19,3
5106,52,25,3
5106,54,33,3
5106,57,22,3
5106,63,71,3
5106,67,16,3
5106,73,16,3
5106,75,10,3
5106,76,38,3
5106,77,19,3
5106,84,10,3
5106,85,10,3
5107,71,15,3
5107,76,37,3
5107,80,20,3
5107,83,20,3
5107,84,37,3
5109,60,22,3
5109,61,22,3
5109,66,22,3
5110,33,44,3
5110,56,24,3
5110,59,16,3
5110,68,63,3
5110,71,63,3
5110,73,18,3
5110,74,18,3
5110,80,40,3
5110,82,20,3
5111,6,73,3
5111,11,73,3
5111,30,57,3
5111,38,48,3
5111,44,121,3
5111,48,31,3
5111,52,73,3
5111,55,25,3
5111,79,27,3
5113,15,62,3
5113,16,62,3
5113,40,62,3
5113,63,62,3
5113,66,62,3
5113,67,54,3
5113,80,24,3
5113,81,17,3
5113,82,23,3
5113,83,17,3
5114,24,20,3
5114,26,20,3
5114,57,21,3
5114,59,8,3
5114,61,20,3
5114,64,58,3
5114,66,58,3
5114,84,21,3
5114,97,42,3
5115,3,21,3
5115,20,36,3
5115,25,44,3
5115,26,23,3
5115,27,36,3
5115,28,43,3
5115,29,21,3
5115,30,43,3
5115,34,39,3
5115,51,36,3
5115,61,39,3
5115,66,25,3
5115,68,57,3
5115,69,25,3
5115,70,39,3
5115,72,39,3
5115,75,39,3
5115,76,39,3
5115,78,26,3
5115,82,26,3
5115,84,26,3
5115,86,26,3
5116,19,41,3
5116,20,41,3
5116,35,29,3
5116,46,39,3
5116,47,74,3
5116,57,25,3
5116,59,41,3
5116,60,29,3
5116,62,29,3
5116,81,20,3
5116,82,20,3
5117,44,58,3
5117,53,60,3
5117,54,33,3
5117,56,24,3
5118,4,105,3
5118,10,115,3
5118,13,115,3
5118,21,129,3
5118,33,105,3
5118,35,105,3
5118,40,115,3
5118,44,129,3
5118,48,129,3
5118,62,17,3
5118,64,17,3
5118,66,35,3
5118,68,54,3
5118,69,19,3
5118,72,129,3
5120,36,30,3
5120,39,28,3
5120,59,28,3
5120,60,17,3
5120,69,26,3
5120,71,26,3
5120,73,30,3
5120,84,21,3
5121,45,46,3
5121,48,46,3
5121,53,78,3
5121,63,17,3
5121,73,19,3
5121,74,19,3
5121,82,21,3
5121,84,21,3
5122,12,38,3
5122,50,46,3
5122,54,38,3
5122,55,38,3
5123,3,152,3
5123,7,45,3
5123,11,45,3
5123,17,17,3
5123,24,22,3
5123,25,52,3
5123,27,152,3
5123,29,152,3
5123,30,45,3
5123,38,56,3
5123,42,17,3
5123,56,99,3
5123,59,40,3
5123,61,152,3
5123,62,32,3
5123,63,59,3
5123,66,21,3
5123,67,38,3
5123,70,37,3
5123,72,30,3
5123,73,52,3
5123,75,50,3
5123,83,35,3
5123,94,38,3
5125,35,30,3
5125,52,62,3
5126,3,72,3
5126,4,72,3
5126,24,72,3
5126,26,72,3
5126,33,72,3
5126,62,72,3
5126,65,72,3
5127,6,22,3
5127,34,77,3
5127,37,34,3
5127,38,22,3
5127,41,22,3
5127,45,36,3
5127,49,26,3
5127,55,26,3
5127,56,28,3
5127,58,33,3
5127,59,17,3
5127,60,19,3
5127,64,22,3
5127,68,70,3
5127,69,19,3
5127,70,69,3
5127,72,26,3
5129,48,18,3
5130,4,46,3
5130,8,41,3
5130,29,41,3
5130,30,41,3
5130,31,92,3
5130,32,53,3
5130,33,64,3
5130,34,28,3
5130,38,41,3
5130,48,56,3
5130,52,53,3
5130,56,33,3
5130,63,74,3
5130,65,35,3
5130,69,28,3
5130,70,19,3
5130,73,36,3
5130,77,33,3
5130,78,28,3
5130,82,25,3
5131,1,68,3
5131,8,68,3
5131,10,141,3
5131,29,33,3
5131,39,68,3
5131,43,111,3
5131,44,68,3
5131,48,72,3
5131,64,15,3
5131,67,33,3
5131,69,31,3
5131,73,33,3
5131,74,15,3
5131,77,39,3
5131,93,39,3
5132,65,52,3
5132,66,26,3
5132,68,26,3
5133,2,16,3
5133,4,31,3
5133,9,31,3
5133,20,46,3
5133,21,46,3
5133,33,47,3
5133,34,31,3
5133,35,16,3
5133,53,46,3
5133,63,26,3
5133,68,21,3
5133,70,21,3
5133,73,17,3
5133,83,30,3
5135,1,83,3
5135,3,29,3
5135,6,112,3
5135,15,102,3
5135,16,65,3
5135,20,37,3
5135,30,83,3
5135,36,54,3
5135,40,120,3
5135,43,66,3
5135,45,29,3
5135,48,65,3
5135,51,52,3
5135,61,21,3
5135,64,64,3
5135,67,19,3
5135,68,58,3
5137,24,20,3
5137,62,20,3
5137,68,27,3
5138,72,9,3
5138,84,13,3
5139,13,44,3
5139,16,44,3
5139,25,50,3
5139,26,15,3
5139,38,25,3
5139,39,19,3
